State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
A & N Islands,Nicobars,0.23,0.27,0.29,0.29,0.29,0.12,0.19,,,,0.26,0.28,0.29,0.29,0.29,0.26,0.05,1.11,0.79,0.79,0.95,0.53,0.46
A & N Islands,North And Middle Andaman,0.68,0.41,,,,,1.09,,,,0.46,0.35,0.44,0.42,0.09,0.11,0.01,0.55,1.58,0.4,0.45,0.44,0.39
A & N Islands,South Andamans,,,0.3,0.22,0.22,0.26,0.33,,,,0.7,0.77,0.6,0.74,1.53,1.37,1.26,1.18,1.18,1.18,0.78,0.82,0.83
Andhra Pradesh,Anantapur,,,,,,,,,,,,,,0.33,0.37,0.37,0.42,,,1.0,,,
Andhra Pradesh,Chittoor,0.21,0.27,0.12,0.27,0.21,0.27,0.26,,0.29,0.3,0.24,0.25,0.27,0.32,0.35,0.37,0.43,1.54,2.06,1.0,,,
Andhra Pradesh,East Godavari,0.14,0.15,0.03,0.1,0.09,0.16,0.24,,0.21,0.29,0.18,0.19,0.21,0.26,0.51,0.34,0.46,0.69,0.91,1.0,,,
Andhra Pradesh,Guntur,0.22,0.27,0.13,0.27,0.21,0.26,0.26,,0.29,0.3,0.24,0.26,0.27,0.32,0.35,0.38,0.43,0.26,0.84,,,,
Andhra Pradesh,Krishna,0.22,0.27,0.12,0.27,0.21,0.27,0.26,,0.29,0.3,0.24,0.26,0.27,0.31,0.35,0.37,0.43,1.84,1.11,1.0,,,
Andhra Pradesh,Prakasam,0.22,0.27,0.12,0.27,0.21,0.27,0.26,,0.32,0.3,0.24,0.26,0.27,0.31,0.35,0.37,0.43,7.36,5.51,1.0,,,
Andhra Pradesh,Spsr Nellore,0.22,0.28,0.12,0.27,0.21,0.27,0.26,,0.29,0.3,0.24,0.26,0.27,0.32,0.35,0.37,0.43,6.3,0.5,1.0,,,
Andhra Pradesh,Srikakulam,0.34,0.42,0.44,0.38,0.45,0.4,0.35,,0.26,0.4,0.36,0.36,0.37,0.38,0.39,0.33,0.36,1.19,0.87,1.0,,,
Andhra Pradesh,Visakhapatanam,0.25,0.49,0.12,0.55,0.19,0.23,0.33,,0.24,0.27,0.21,0.11,0.23,0.3,0.19,0.3,0.41,0.69,0.83,1.0,,,
Andhra Pradesh,Vizianagaram,0.22,0.27,0.12,0.27,0.21,0.27,0.26,,0.29,0.3,0.24,0.25,0.28,0.33,0.25,0.21,0.27,0.59,0.72,1.0,,,
Andhra Pradesh,West Godavari,0.21,0.16,0.06,0.15,0.22,0.32,0.18,,0.43,0.25,0.24,0.48,0.33,0.36,0.36,0.76,0.78,0.51,1.14,1.0,,,
