Crop: Other Cereals,,,,,,,,,,,,,,,,,,,,,,,,,
S.No.,State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
,,,Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.)
1,Jammu and Kashmir,Doda,,,,,,0.2,0.34,0.2,,0.21,,,,,,,0.25,0.3,0.45,10.39,5.95,0.18,0.18
2,Jammu and Kashmir,Kupwara,,,,,,,0.6,,,0.63,,,,,,0.5,0.38,10.38,10.38,10.38,10.38,,
3,Gujarat,Amreli,,,,,,,,,,1,1.25,1.2,3,0.57,,,3.2,,,,,,
4,Gujarat,Navsari,,,,,,,,,,,,0.86,3,1.08,,,,0.5,,,,,
5,Uttarakhand,Haridwar,,,,,,,,,,,,,,,,,3,,,,,,
6,Gujarat,Bharuch,,,,,1,,1.17,1,0.5,0.51,,0.93,3,,0.66,,,,,,,,
7,Puducherry,Pondicherry,,,,,2.57,1.93,,,,,,,,,,,,1.6,,,,,
8,Gujarat,Panch mahals,0.29,,,,0.38,0.5,0.88,1.15,1.1,0.65,0.5,0.42,2.5,0.55,0.54,0.6,0.8,0.8,0.92,0.56,0.8,1.34,0.79
9,Gujarat,Mahesana,0.25,,,,0.5,0.44,0.78,1.06,0.85,0.79,0.93,0.85,0.94,0.96,0.55,,2.43,1.47,0.7,,,,
10,Tamil Nadu,Karur,,,,,,,,,,,,,,,,,0.33,,2.4,,1.3,1.33,
11,Tamil Nadu,Ramanathapuram,,,,,,,,,,,,,,,,,,1.33,2.36,1.33,1.33,1.33,1.33
12,Tamil Nadu,Thoothukudi,0.83,,,,,,,,,,,,,,,,,1.33,2.36,1.34,1.34,1.33,1.33
13,Tamil Nadu,Virudhunagar,0.71,,,,,,,,,,,,,,,,0.03,1.33,2.31,1.33,1.33,1.33,1.33
14,Gujarat,Surat,,,,,0.5,,1,1,1,1,0.78,0.71,2,1.92,0.61,0.63,0.51,0.5,0.97,,0.66,0.71,
15,Tamil Nadu,Pudukkottai,0.55,,,,,,,,,,,,,,,,,1.33,2,1.33,1.32,1.33,1.5
16,Rajasthan,Ganganagar,,,,,,,,,,,,,,,,,,,,,,,2
17,Tamil Nadu,Dindigul,0.92,,,,,,,,,,,,,,,,0.11,1.33,2,1.33,1.33,1.18,1.22
18,Gujarat,Kheda,,,,,,0.27,1.29,1.25,1,0.71,1.21,1.5,1.39,1.33,,,1.98,1.2,1.2,,,,
19,Tamil Nadu,Theni,0.89,,,,,,,,,,,,,,,,,1.33,1.93,1,1.5,1.36,1.2
20,Tamil Nadu,Sivaganga,,,,,,,,,,,,,,,,,,1.35,1.92,1.33,1.33,1.33,1.33
21,Kerala,Idukki,,,,,0.78,1.91,0.78,0.78,0.77,0.75,,,,,,,,,,,,,
22,Tamil Nadu,Tirunelveli,0.8,,,,,,,,,,,,,,,,,1.32,1.87,1.32,1.32,1.33,1.33
23,Tamil Nadu,Madurai,0.95,,,,,,,,,,,,,,,,0,1.33,1.84,1.33,1.33,1.33,1.33
24,Uttarakhand,Udam singh nagar,,,,,,1.83,,,,,,,,,,,,1,0.67,,0.5,,
25,Karnataka,Chikmagalur,,,,,,,,,,,,,,,,,,,,,1.81,1.27,
26,Tamil Nadu,Chengalpattu,,,,,,,,,,,,,,,,,,,,1.75,,1.71,
27,Madhya Pradesh,Jabalpur,,,,,,,,,,,,,,,,1.75,1,,,,,,
28,Gujarat,Junagadh,0.2,,,,0.33,1.57,1.47,1.4,1.38,1.35,1.27,1.05,1.17,1.11,,,1.75,,,,,,
29,Tamil Nadu,Tirupathur,,,,,,,,,,,,,,,,,,,,,1.71,,
30,Tamil Nadu,Namakkal,0.66,,,,,,,,,,,,,,,,,,1.33,1.43,,,1.7
31,Tamil Nadu,Tiruvannamalai,0.75,,,,,,,,,,,,,,,,,0.6,1,1.69,1.67,1.69,1.67
32,Tamil Nadu,Salem,0.7,,,,,,,,,,,,,,,,0.57,0.57,1.36,1.67,1.67,1.67,1.32
33,Maharashtra,Pune,,,,,0.4,,,,,,,,,,,,1.64,0.81,0.76,0.8,0.82,0.32,0.54
34,Maharashtra,Beed,,,,,0.29,,,,,,,,,,,,1.47,0.78,0.26,1.33,1.63,0.5,0.45
35,Uttarakhand,Rudra prayag,,0.29,0.55,1.16,1.17,1.27,,1.61,1.08,1,1.37,,1,,,,,1,0.75,,0.67,,
36,Rajasthan,Alwar,,,,,,,,,,,,,,,,,,,,,,,1.57
37,Maharashtra,Nanded,,,,,0.5,,,,,,,,,,,,1.56,0.49,0.43,1.08,0.66,0.26,0.3
38,Rajasthan,Pratapgarh,,,,,,,,,,,,,,,,,,,,,,,1.5
39,Tamil Nadu,Kanchipuram,,,,,,,,,,,,,,,,,,,1.5,,,,
40,Tamil Nadu,Thiruvarur,,,,,,,,,,,,,,,,,,,,1.5,1.33,1.33,1.29
41,Jammu and Kashmir,Jammu,,,,,,,0.5,1.5,,,,,,,,0.25,0.37,0.5,0.19,0.19,0.2,0.19,0.19
42,Gujarat,Gandhinagar,,,,,0.5,,0.5,0.5,0.33,,1,,1.5,,,0.52,0.92,0.5,,,,,
43,Gujarat,Sabar kantha,,,,,,1.5,1.29,1.22,1.2,,,0.76,0.89,0.92,,,,,1,,,,
44,Madhya Pradesh,Anuppur,,,,,,,,,,,,,,,,1.5,0.79,,,,,,
45,Uttarakhand,Tehri garhwal,0.81,1.03,0.31,1.46,1.21,1.24,0.15,1.37,1.4,,1.37,0.78,0.75,,0.75,,,0.75,0.6,0.8,0.81,0.82,
46,Uttarakhand,Nainital,0.3,0.27,0.4,1.12,1.23,1.23,,1.44,1.33,,1.38,1,,,,,,,,,,,
47,Karnataka,Hassan,,,,,,,,,,,,,,,,,,,,,0.73,1.43,
48,Tamil Nadu,The nilgiris,0.72,,,,,,,,,,,,,,,,,,1.36,,1.43,,0
49,Tamil Nadu,Perambalur,1.42,,,,,,,,,,,,,,,,,,,,,,
50,Tamil Nadu,Tiruppur,,,,,,,,,,,,,,,,,0.6,1.4,,,,0.5,0
51,Tamil Nadu,Tiruchirappalli,1.21,,,,,,,,,,,,,,,,,,,1.33,1.38,1.33,
52,Tamil Nadu,Dharmapuri,0.83,,,,,,,,,,,,,,,,,1,1.29,,,1.38,
53,Uttarakhand,Champawat,0.49,0.47,0.26,1.05,1.37,1.06,0.47,1.05,1.23,0.64,1.11,0.85,1,,1.03,,,0.75,0.75,0.8,0.8,0.82,
54,Gujarat,Dohad,,,,,0.44,0.97,1.36,1.33,1.29,1,0.75,0.8,0.5,0.63,0.55,0.56,1.13,,,,,,
55,Gujarat,Bhavnagar,,,,,,0.25,,,,,,,,,0.6,,1.36,,,0.59,,,
56,Gujarat,Vadodara,,,,,0.4,1.36,1.26,1.26,1.29,,,1.02,0.58,0.87,,,0.62,0.55,0.76,0.5,0.71,,
57,Tamil Nadu,Thanjavur,,,,,,,,,,,,,,,,,,,,1.33,1.35,1.33,
58,Tamil Nadu,Krishnagiri,,,,,,,,,,,,,,,,,,,,1.35,1.34,1.33,
59,Gujarat,Banas kantha,0.18,,,,0.33,1.34,1.3,1.19,0.97,1.01,1.19,0.94,1.21,0.82,0.73,0.72,0.72,,0.91,,,,
60,Tamil Nadu,Thenkasi,,,,,,,,,,,,,,,,,,,,1.33,1.34,1.33,1.34
61,Gujarat,Porbandar,,,,,,,1,1.33,,1,1.33,1,,,,,,,,,,,
62,Madhya Pradesh,Seoni,,,,,,,,,,,,,,,,1,1.33,,,,,,
63,Karnataka,Kodagu,,,,,,,,,,,,,,,,,,,,,0.17,1.33,
64,Tamil Nadu,Coimbatore,0.6,,,,,,,,,,,,,,,,0.3,1.33,1.18,,1,0.2,0
65,Tamil Nadu,Erode,0.55,,,,,,,,,,,,,,,,,1.33,,,,,
66,Gujarat,Anand,,,,,,1,1,,,1.33,1.17,0.75,1.08,1.31,0.35,,1.15,,,,,0.56,
67,Tamil Nadu,Villupuram,0.71,,,,,,,,,,,,,,,,,0.56,1.33,,,1,
68,Maharashtra,Dhule,,,,,0.53,,,,,,,,,,,,0.89,1.33,0.52,0.9,0.88,0.41,0.8
69,Maharashtra,Ahilyanagar,,,,,0.32,,,,,,,,,,,,0.28,0.35,0.15,1.33,0.77,0.27,0.28
70,Uttarakhand,Almora,0.3,0.35,0.3,0.92,1.29,1.09,,1.13,1.07,0.94,1.18,0.95,0.96,,0.93,,0.74,0.75,0.75,,0.5,,
71,Gujarat,Jamnagar,,,,,,,,,,,,1.28,1.12,,,,,,,,,,
72,Karnataka,Raichur,,,,,,,,,,,,,,,,,,,,,0.38,1.28,
73,Gujarat,Ahmadabad,,,,,,0.97,1,1.27,,,,,,,0.56,,,,,,,,0.5
74,Karnataka,Uttar kannad,,,,,,,,,,,,,,,,,,,,,0.38,1.26,
75,Rajasthan,Udaipur,,,,,,,,,,,,,,,,,,,,,,,1.26
76,Karnataka,Kolar,,,,,,,,,,,,,,,,,,,,,0.69,1.26,
77,Tamil Nadu,Ranipet,,,,,,,,,,,,,,,,,,,,,1.25,,
78,Karnataka,Yadgir,,,,,,,,,,,,,,,,,,,,,0.08,1.24,
79,Maharashtra,Chhatrapati Sambhajinagar,,,,,0.61,,,,,,,,,,,,1.04,0.44,0.36,1.23,0.53,0.38,0.35
80,Karnataka,Mandya,,,,,,,,,,,,,,,,,,,,,0.84,1.23,
81,Gujarat,Surendranagar,,,,,0.33,0.92,,,,,,,1.2,1.21,,0.53,1.23,,,,,,
82,Karnataka,Ramanagara,,,,,,,,,,,,,,,,,,,,,0.82,1.22,
83,Maharashtra,Jalna,,,,,0.2,,,,,,,,,,,,1.21,0.39,0.18,0.89,0.67,0.8,0.88
84,Gujarat,Tapi,,,,,,,,,1,0.75,0.75,0.75,0.75,0.79,0.75,0.75,0.62,1.2,,0.56,0.69,0.71,
85,Karnataka,Dharwad,,,,,,,,,,,,,,,,,,,,,0.72,1.19,
86,Karnataka,Bangalore rural,,,,,,,,,,,,,,,,,,,,,1.18,1.14,
87,Uttarakhand,Pauri garhwal,0.56,0.63,1,1.18,1.17,1.04,0.5,1.11,1.17,0.39,1.09,0.75,0.75,,0.74,,0.83,0.76,0.75,0.8,0.81,0.83,
88,Madhya Pradesh,Ratlam,,,,,,,,,,,,,,,,,1.18,,,,,,
89,Maharashtra,Jalgaon,,,,,0.43,,,,,,,,,,,,0.73,0.81,0.65,1.17,0.9,0.85,0.87
90,Karnataka,Shimoga,,,,,,,,,,,,,,,,,,,,,0.19,1.15,
91,Karnataka,Mysore,,,,,,,,,,,,,,,,,,,,,0.75,1.15,
92,Madhya Pradesh,Mandla,,,,,,,,,,,,,,,,0.86,1.14,,,,,,
93,Gujarat,Morbi,,,,,,,,,,,,,,,0.61,,1.14,,,,,,
94,Uttarakhand,Bageshwar,0.41,0.43,0.4,0.76,0.96,0.85,0.34,1.13,0.85,0.55,0.95,,,,0.47,,0.4,0.5,0.5,1.05,0.5,0.5,
95,Nagaland,Dimapur,,,,,,,,,,,,,,,,,,1.13,1.13,1.13,,,
96,Gujarat,Kachchh,,,,,,,,,,,,,,1.11,,,,,,,,,
97,Uttarakhand,Uttar kashi,0.35,0.35,0.35,0.91,1.1,0.97,0.49,0.95,1.09,0.4,1.09,,,,0.45,,0.5,0.5,0.52,1.05,0.51,0.61,
98,Nagaland,Longleng,,,,,,,,,,,,,,,,,,1,1.08,1.08,,,
99,Nagaland,Mokokchung,,,,,,,,,,,,,,,,,,1.07,1.07,1.07,,,
100,Nagaland,Phek,,,,,,,,,,,,,,,,,,1.05,1.05,1.06,,,
101,Nagaland,Tuensang,,,,,,,,,,,,,,,,,,1,1.06,1.06,,,
102,Rajasthan,Bhilwara,,,,,,,,,,,,,,,,,,,,,,,1.06
103,Karnataka,Gulbarga,,,,,,,,,,,,,,,,,,,,,0.74,1.05,
104,Uttarakhand,Pithoragarh,0.35,0.31,0.33,0.8,0.99,0.93,0.33,0.85,1.05,0.38,0.97,0.75,0.49,,0.47,,0.57,0.58,0.55,0.95,0.65,0.54,
105,Nagaland,Kohima,,,,,,,,,,,,,,,,,,1.04,1.04,1.04,,,
106,Tamil Nadu,Cuddalore,1.04,,,,,,,,,,,,,,,,,,,,,,
107,Uttarakhand,Chamoli,0.35,0.3,0.32,0.91,0.91,0.8,0.54,0.81,0.94,0.46,0.88,0.86,0.7,,0.67,,0.66,0.67,0.62,1.02,0.62,0.63,
108,Sikkim,Gangtok,0.74,,,,0.84,0.89,0.89,0.7,0.94,0.94,0.94,,,,,,1,1,1,1.01,1.01,0.1,1.02
109,Sikkim,Pakyong,,,,,,,,,,,,,,,,,,,,,,,1.01
110,Madhya Pradesh,Betul,,,,,,,,,,,,,,,,0.5,1,,,,,,
111,Nagaland,Kiphire,,,,,,,,,,,,,,,,,,1,1,1,,,
112,Kerala,Wayanad,,,,,0.83,,,1,1,,,,,,,,,,,,,,
113,Maharashtra,Chandrapur,,,,,1,,,,,,,,,,,,,0.74,0.47,0.52,0.32,0.36,0.38
114,Nagaland,Zunheboto,,,,,,,,,,,,,,,,,,1,1,1,,,
115,Nagaland,Wokha,,,,,,,,,,,,,,,,,,1,1,1,,,
116,Rajasthan,Jaipur,,,,,,,,,,,,,,,,,,,,,,,1
117,Kerala,Kasaragod,,,,,1,,,,1,,,,,,,,,,,,,,
118,Madhya Pradesh,Narsinghpur,,,,,,,,,,,,,,,,1,0.5,,,,,,
119,Rajasthan,Bikaner,,,,,,,,,,,,,,,,,,,,,,,1
120,Nagaland,Peren,,,,,,,,,,,,,,,,,,1,1,1,,,
121,Madhya Pradesh,Katni,,,,,,,,,,,,,,,,,1,,,,,,
122,Nagaland,Mon,,,,,,,,,,,,,,,,,,1,1,1,,,
123,Gujarat,Narmada,,,,,,1,1,1,,,,0.8,0.63,0.61,0.57,0.57,0.63,,0.99,,,,
124,Madhya Pradesh,Umaria,,,,,,,,,,,,,,,,1,0.5,,,,,,
125,Gujarat,Rajkot,,,,,,,0.5,,,,,1,,0.98,,0.57,0.7,,1,,,,
126,Madhya Pradesh,Singrauli,,,,,,,,,,,,,,,,1,0.86,,,,,,
127,Tamil Nadu,Kallakurichi,,,,,,,,,,,,,,,,,,,,1,,,
128,Rajasthan,Hanumangarh,,,,,,,,,,,,,,,,,,,,,,,1
129,Gujarat,Patan,,,,,0.44,0.41,0.52,0.52,0.59,0.74,0.95,0.8,1,0.71,0.71,0.7,0.81,0.78,0.66,,0.71,,
130,Rajasthan,Dholpur,,,,,,,,,,,,,,,,,,,,,,,1
131,Tamil Nadu,Thiruvallur,,,,,,,,,,,,,,,,,,,1,,,,
132,Gujarat,Valsad,0.25,,,,0.5,,0.5,0.6,0.6,0.6,1,0.25,0.67,0.31,,,0.62,0.62,,,0.7,0.63,0.64
133,Madhya Pradesh,Damoh,,,,,,,,,,,,,,,,1,0.5,,,,,,
134,Madhya Pradesh,Chhatarpur,,,,,,,,,,,,,,,,1,,,,,,,
135,Maharashtra,Nagpur,,,,,,,,,,,,,,,,,1,0.3,0.28,0.12,0.4,0.27,
136,Karnataka,Bengaluru urban,,,,,,,,,,,,,,,,,,,,,0.91,1,
137,Madhya Pradesh,Rewa,,,,,,,,,,,,,,,,,1,,,,,,
138,Rajasthan,Jhalawar,,,,,,,,,,,,,,,,,,,,,,,1
139,Kerala,Malappuram,,,,,,,,,1,,,,,,,,,,,,,,
140,Sikkim,Geyzing,0.78,,,,0.82,0.84,0.97,1,0.99,0.87,0.87,,,,,,0.93,0.93,0.93,0.93,0.94,0.09,0.95
141,Tamil Nadu,Mayiladuthurai,,,,,,,,,,,,,,,,,,,,,1,,
142,Tamil Nadu,Vellore,0.86,,,,,,,,,,,,,,,,,,1,,,,
143,Madhya Pradesh,Dindori,,,,,,,,,,,,,,,,0.67,0.99,,,,,,
144,Sikkim,Namchi,0.79,,,,0.72,0.76,0.76,0.6,0.97,0.95,0.97,,,,,,0.98,0.98,0.98,0.98,0.98,0.1,0.99
145,Uttarakhand,Dehradun,0.3,0.3,0.3,0.82,0.98,0.72,0.52,0.86,0.84,0.53,0.89,,,,0.5,,0.64,0.64,0.67,0.67,,,
146,Jammu and Kashmir,Srinagar,,,,,,0.18,0.98,,,,,0.4,0.4,,0.4,,,,,,,,
147,Sikkim,Mangan,0.74,,,,0.6,0.7,0.7,0.83,0.93,0.83,0.83,,,,,,0.97,0.97,0.97,0.97,0.98,0.98,0.98
148,Sikkim,Soreng,,,,,,,,,,,,,,,,,,,,,,,0.94
149,Gujarat,Dang,0.25,,,,0.23,0.22,0.52,0.57,0.55,0.6,0.61,0.61,0.55,0.62,,,,,0.93,,0.67,,0.67
150,Maharashtra,Nandurbar,,,,,0.79,,,,,,,,,,,,0.38,0.36,0.45,0.91,0.44,0.37,0.37
151,Karnataka,Bidar,,,,,,,,,,,,,,,,,,,,,0.85,0.91,
152,Maharashtra,Sindhudurg,,,,,0.56,,,,,,,,,,,,,0.47,0.58,0.84,0.82,0.88,0.9
153,Jammu and Kashmir,Bandipora,,,,,,,,0.88,,0.82,0.61,0.6,0.4,,0.4,0.5,0.49,0.4,0.4,0.4,0.4,,
154,Jammu and Kashmir,Leh ladakh,,,,,,0.18,0.57,0.17,,0.58,0.58,0.58,0.37,,0.85,0.37,0.4,0.85,0.85,,,,
155,Maharashtra,Ratnagiri,,,,,0.45,,,,,,,,,,,,0.5,0.62,0.58,0.5,0.58,0.53,0.85
156,Karnataka,Gadag,,,,,,,,,,,,,,,,,,,,,0.31,0.85,
157,Karnataka,Chitradurga,,,,,,,,,,,,,,,,,,,,,0.84,0.7,
158,Rajasthan,Banswara,,,,,,,,,,,,,,,,,,,,,,,0.84
159,Karnataka,Chikballapur,,,,,,,,,,,,,,,,,,,,,0.75,0.83,
160,Kerala,Thrissur,,,,,,,0.82,,,,,,,,,,,,,,,,
161,Maharashtra,Buldhana,,,,,0.5,,,,,,,,,,,,0.47,0.82,0.55,0.45,0.21,0.66,0.49
162,Maharashtra,Washim,,,,,,,,,,,,,,,,,0.4,0.3,0.27,0.67,0.81,0.35,0.37
163,Gujarat,Chhotaudepur,,,,,,,,,,,,,,,,0.5,0.81,0.54,,0.56,,,
164,Gujarat,Mahisagar,,,,,,,,,,,,,,,0.54,0.53,0.8,0.81,0.64,,,,
165,Maharashtra,Thane,,,,,0.5,,,,,,,,,,,,0.62,0.56,0.58,0.52,0.52,0.59,0.8
166,Maharashtra,Nashik,,,,,0.7,,,,,,,,,,,,0.79,0.63,0.48,0.52,0.39,0.28,0.54
167,Kerala,Palakkad,,,,,0.78,,0.78,0.78,0.78,0.78,,,,,,,,,,,,,
168,Maharashtra,Hingoli,,,,,0.33,,,,,,,,,,,,0.66,0.2,0.44,0.42,0.78,0.41,0.42
169,Rajasthan,Karauli,,,,,,,,,,,,,,,,,,,,,,,0.76
