Crop: Potato,,,,,,,,,,,,,,,,,,,,,,,,,
S.No.,State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
33,Uttar Pradesh,Budaun,18.32,24,20.67,24,22.48,20.31,17,23.6,15.64,24.33,22.52,20.47,18.09,17.65,19.94,24.72,16.57,16.59,28.21,25.58,25,37.1,37.1
34,Uttar Pradesh,Farrukhabad,26.24,27.86,29.07,22.52,27.9,25.6,26.09,23.63,23.54,25.42,26.37,20.59,24.29,23.11,22.68,26.65,28.85,31.79,34.19,30.86,31.55,36.9,36.9
35,Uttar Pradesh,Mainpuri,22.9,23.4,24.98,23.16,21.13,20.75,19.63,19.15,19.47,25.72,27.15,23.6,28.79,26.88,28.55,27.67,30.4,31.4,29.99,31.01,33.75,36.8,36.8
36,Uttar Pradesh,Allahabad,20.47,22.38,18.31,20.86,16.76,19.81,20.49,19.28,14.98,17.48,19.79,17.74,14.7,12.55,14.91,18.58,20.51,24.04,20.04,21.73,22.64,36.7,36.7
37,West Bengal,Jalpaiguri,21.64,22.04,19.65,21.95,23.29,13.61,17.04,27.86,16.84,28,23.14,26.53,31.21,24.71,31.52,29.78,30.82,34,31.85,36.68,32.7,35.47,31.57
38,Uttar Pradesh,Etawah,22.63,24.8,23.54,25.37,25.42,21.03,23.71,25.42,23.21,25.9,23.98,19.5,28.25,22.16,24.68,20.85,26.37,26.76,36.66,29.26,29.28,35.9,35.9
39,Gujarat,Aravalli,,,,,,,,,,,,,,,29.58,24.64,28.34,26.55,33.68,27.49,35.63,36.52,29.77
40,West Bengal,Coochbehar,23.03,24.52,18.65,24.56,25.4,10.09,11.32,25.7,12.37,30.31,21.71,25.51,30.29,17.05,33.11,24.05,28.68,32.65,34.1,33.62,28.13,36.49,31.88
41,West Bengal,Howrah,26.92,27.02,28.05,26.34,24.43,29.17,8.61,28.79,9.94,36.13,36.46,21.99,31.87,32.61,33.92,22.4,33.78,27.12,12.44,31.17,35.55,29.03,31.59
42,West Bengal,Alipurduar,,,,,,,,,,,,,,,,,30.03,32,29.72,36.41,31.45,33.18,31.8
43,Uttar Pradesh,Shahjahanpur,21.47,16.92,17.1,15.01,27.68,33.03,18.35,21.71,12.93,18.2,15.54,21.71,21.84,33.93,11.56,22.05,26.84,30.05,25.27,25.23,35.82,34.9,34.9
44,Uttar Pradesh,Mathura,26.35,34.01,27.79,24.37,29.06,29.09,28.69,25.08,27.13,26.73,30.26,30.5,28.97,26.37,23.37,29.78,25.25,18.8,32.46,28.08,34.25,35.8,35.8
45,Uttar Pradesh,Etah,18.44,22.59,23.91,21.83,19.22,19.75,22.81,26.72,27.63,28.51,28.42,27.93,25.09,25.31,25.47,23.72,23.19,32.09,29.94,32.45,35.77,32,32
46,Uttar Pradesh,Auraiya,22.63,21.72,26.51,21.58,21.11,23.95,30.63,22.07,32.04,32.7,27.83,29.88,31,27.04,26.6,17.54,28.79,24.52,35.76,31.38,32.2,30.8,30.8
47,West Bengal,Murshidabad,24.09,22.9,23.01,23.05,23.77,17.27,10,18.4,9.83,31.15,30.04,26.39,27.9,22.66,33.35,23.3,32.67,35.27,34.57,30.15,33.07,32.39,30.53
48,West Bengal,Birbhum,20.83,21.67,24.42,21.07,19.14,20.51,8.54,22.11,7.49,34.7,28.08,30.01,30.91,24.46,30.49,28.74,32.22,34.68,32.46,28.19,31.77,29.37,26.83
49,Uttar Pradesh,Sambhal,,,,,,,,,,,,,23.08,17.79,26.89,24.38,23.31,29.1,34.56,20.06,30.64,34.1,34.1
50,Uttar Pradesh,Hardoi,13.73,17.06,16.32,16.03,20.2,16.31,15.82,18.75,15.6,26.95,17.16,17.9,17.31,18.22,19.25,17.2,16.64,18.44,23.56,18.94,25.24,34.2,34.2
51,Jammu and Kashmir,Anantnag,,11.66,12.42,15.34,,13.62,11.38,3.57,5.68,11.15,6.47,8.03,9.67,8.97,5.13,8.53,10.94,26.98,34.19,10.67,8.63,8.21,8.6
52,Uttar Pradesh,Bareilly,21.47,22.82,16.09,16.98,20.27,19.53,19.38,21.02,16.92,26.7,26.74,27.16,25.06,30.8,20.1,20.2,27.52,21.27,25.78,11.98,23.79,34.1,34.1
53,Gujarat,Sabar kantha,17.81,22.08,17.82,18.53,23.13,25.46,19.18,20.73,17.93,13.07,19.11,19.87,25.75,26.64,22.7,22.44,23.18,28.47,31.83,33.18,31.63,31.06,34.01
54,Uttar Pradesh,Sant ravidas nagar,21.75,24.66,23.2,20.92,15.11,22.43,21.84,21.98,20.5,24.87,24.39,18.87,24.35,21.16,33.56,29.09,31.29,20.62,33.8,24.77,22.87,28.8,28.8
55,Uttar Pradesh,Rampur,19.75,33.68,30.7,26.59,26.24,24.3,26.07,22.5,20.94,23.42,24.34,26.11,23.12,19.22,21.55,24.58,19.56,33.51,25.95,25.19,28.97,28,27.99
56,Uttar Pradesh,Amroha,19.75,19.31,19.21,21.5,20.56,21.44,15.58,17.9,19.93,20.77,16.89,19.26,13.32,22.9,21.36,21.93,26.01,33.36,33.57,28.54,30.7,28.5,28.5
57,Uttar Pradesh,Sonbhadra,21.75,24.66,23.2,20.91,15.11,22.43,21.84,21.98,20.5,24.87,24.39,18.87,24.35,21.17,33.56,29.09,31.3,26.8,32.81,24.77,22.87,28.6,28.6
58,Uttar Pradesh,Mirzapur,21.75,24.66,23.2,20.92,15.11,22.43,21.84,21.98,20.5,24.87,24.4,18.87,24.35,21.17,33.56,29.09,31.3,31.13,32.11,24.77,22.87,27.7,27.71
59,Gujarat,Kachchh,24,27,21,19,,33.33,19,23.5,27.5,10,21.67,19,21,26.56,25.67,25.4,25.66,28.8,30.1,30.25,,,32.43
60,Haryana,Rewari,,,33.33,,,,,,,,,7.14,,23.25,23.96,24.93,22.57,25.85,25.83,24.83,,,
61,Haryana,Gurgaon,18.52,25,25,,,,,,,,33.33,25,,23.24,23.98,24.91,23.88,25.85,25.84,24.88,,,
62,Haryana,Kaithal,15.74,17.82,23.79,23.86,23.62,24.27,23.89,16.35,15.97,20.18,21.63,33.33,25.57,24.43,23.98,24.91,24.99,25.85,22.1,24.22,,16.5,
63,Uttar Pradesh,Unnao,13.59,17.57,19.08,16.78,16.64,20.65,21.51,21.06,20.22,25.02,23.23,19.21,20.31,18.12,20.29,17.11,20.47,23.13,33.16,26.61,25.69,31.9,31.9
64,Telangana,Siddipet,,,,,,,,,,,,,,,,,9.71,3.82,2.98,21.64,21.92,32.64,33.13
65,Jammu and Kashmir,Udhampur,,9.01,6.52,5.58,,5.98,3.63,5.95,33.07,4.56,6.69,7.15,6.32,6.47,10.79,4.1,4.59,11.44,11.32,9.59,5.67,5.6,6.28
66,Jammu and Kashmir,Reasi,,,,,,,,2.51,33.07,,,,,,,,,,,,,,
67,Uttar Pradesh,Baghpat,21.53,26.75,25.41,18.1,23.44,17.27,16.29,16.53,20.52,22.14,21.35,22.23,22.33,21.83,20.4,20.19,25.72,28.71,33.02,28.92,30.84,27.3,27.32
68,Uttar Pradesh,Ghaziabad,21.53,29.15,30.08,15.59,25.98,18.63,16.46,15.88,22.62,26.94,27.78,24.63,22.33,21.83,20.4,20.19,25.72,28.71,33.02,28.92,30.84,27.6,27.62
69,Uttar Pradesh,Gautam buddha nagar,21.53,26.75,25.41,18.1,23.44,17.27,16.29,16.53,20.52,22.14,21.35,22.24,22.33,21.83,20.4,20.19,25.72,28.71,33.02,28.92,30.84,26.9,26.92
70,Uttar Pradesh,Kaushambi,14.24,16.52,16.77,12.92,10.79,18.7,14.66,11.82,15.3,20.52,20.2,15.67,19.59,13.82,15.4,17.19,24.63,16.03,20.85,17.99,23.61,33,33
71,Gujarat,Patan,,,,26,30,33,21,21,20.33,21.8,22.43,22.71,22.8,26.56,25.67,25.4,25.66,27.21,24.79,26.31,27.14,26.79,28.43
72,Gujarat,Mahesana,18.36,18.36,16.42,21.82,23.26,26.37,22.49,26.46,19.81,21.28,23.98,25.53,25.76,27.18,24.18,23.94,24.49,25.89,30.7,30.34,29.8,28.6,32.52
73,West Bengal,Dinajpur dakshin,18.3,14.19,18.02,18.8,19.59,19.72,14.72,23.8,17.82,28.09,26.74,26.33,29.11,26.22,24.99,21.88,22.99,32.5,32.1,28.17,28.34,27.39,26.24
74,Bihar,Kaimur (bhabua),10.97,14.51,15.16,12.52,8.73,10.56,,7.68,6.26,,,,,,,,19.77,16.41,22.2,17.9,32.44,18.19,20.89
75,Bihar,Nalanda,13.62,14.75,19,15.03,9.29,9.26,,6.71,4.05,,,,,,,,24.27,32.4,21.17,22.64,27.08,19.79,25.67
76,Rajasthan,Sikar,,,1,1.25,,7,5,1.3,2,2,3.25,4,2.38,32,30,32,32.33,30,27.5,25,18,27.63,8.29
77,Tamil Nadu,Krishnagiri,,,,15.48,17.45,14.9,14.92,16.77,18.36,22.58,,21.01,,26.61,30.34,24.94,28.84,25.88,27.9,29.72,30.73,32.32,28.14
78,Haryana,Panchkula,18.18,22.44,24.09,23.99,24.11,24.03,24.18,19.51,21.14,25.56,25,18.96,19.49,20.65,21.73,20.62,21.73,24.01,32.22,25.92,,14,
79,Uttar Pradesh,Bulandshahr,21.53,25.95,21.64,17.37,18.91,17.03,17.41,16.55,18.58,19.08,19.41,20.06,19.88,17.26,22.44,23.35,24.07,27.51,32.01,27.33,29.03,31.8,31.8
80,Gujarat,Gandhinagar,19.17,23,23.17,20.36,23.91,22.77,24.63,25.73,20.82,22.61,24.38,26.03,25,24.7,28.98,25.91,23.84,27.6,29.47,31.96,30.63,29.52,31.77
81,Uttar Pradesh,Kasganj,,,,,,,,,,28.47,26.72,27.21,25.96,25.15,22.61,23.44,22.67,31.57,30.74,27.28,28.96,31.9,31.9
82,Uttar Pradesh,Fatehpur,14.24,20.84,16.27,17.01,14.67,19.33,14.53,22.91,18.53,24.38,21.59,21.88,21.85,20.13,14.46,16.06,21.53,21.9,28.15,25.33,24.56,31.8,31.8
83,Gujarat,Panch mahals,,,,,,17,19,31,25,22.17,18.5,24.33,11,26.55,,25.4,25.66,28.77,,30.2,31,,31.8
84,Gujarat,Vadodara,21.2,21.67,21,22.43,29.6,25.67,18.75,26.25,19.5,21.67,21.67,22.67,24,26.56,25.67,25.4,25.66,28.78,30.1,30.24,31.21,30.9,31.78
85,Gujarat,Devbhumi dwarka,,,,,,,,,,,,,,,25.68,25.4,25.66,28.78,30.13,30.23,31.21,30.9,31.77
86,Gujarat,Mahisagar,,,,,,,,,,,,,,,25.67,25.4,25.66,28.79,30.1,30.23,31.21,30.91,31.77
87,Uttar Pradesh,Jaunpur,21.43,21.82,16.79,16.6,15.23,19.15,15.15,20.48,13.61,22.84,15.35,19.81,14.93,10.45,14.83,11.87,15.57,22.06,20.85,20.41,23.89,31.7,31.7
88,Rajasthan,Hanumangarh,3.79,3.79,9.91,10,19.38,2.5,11.72,7.55,20.97,13.9,16.82,13.05,21.12,20.99,20.98,19.97,17.44,22.41,23.43,23.31,20.66,31.6,30.77
89,West Bengal,Dinajpur uttar,19.79,18.54,19.29,19.16,19.87,19.98,13.56,28.41,18.39,29.1,29.97,29.45,30.59,31.39,26.65,22.09,30.13,31.35,27.01,30.83,29.57,30.53,28.1
90,Madhya Pradesh,Sagar,,9.06,8.49,10.61,10.69,9.76,9.69,8.76,8.86,8.76,4.84,7.58,6.95,9.78,,25,31.25,31.25,30,30,,,
91,Gujarat,Ahmadabad,20.6,21.76,22.78,,,,,23.93,,,,,,,25.67,,25.65,27.67,,30.24,31.21,30.9,
92,Uttar Pradesh,Ballia,18.55,26.54,20.9,22.27,17.12,30.07,24.88,21.09,19.63,24.19,29.77,27.3,24.77,9.83,16.36,17.72,28.09,25.83,30.41,26.7,26.11,31.2,31.2
93,Gujarat,Jamnagar,28,,16,22.75,26.14,28.4,20.5,23.83,20.91,20.89,23.27,21.8,31,26.56,25.7,,25.67,28.78,,,31,31,
94,Gujarat,Gir somnath,,,,,,,,,,,,,,,,,,,,,,31,
95,Gujarat,Rajkot,,,,,,,,,,,,13,,,,,,,,,,31,
96,Gujarat,Banas kantha,25.91,30.67,26.25,28.07,30.17,30.99,21.22,27.2,23.88,24.4,25.9,23.63,25.93,27.69,25.42,27.65,26.06,30.6,29.74,30.65,30.75,30.53,25.35
97,Uttar Pradesh,Ghazipur,22.78,17.86,24.2,22.37,17.25,26.21,25.36,21.06,13.61,22.84,20.55,18.58,21.26,18.71,20.97,23.57,25.47,19.94,21.7,19.86,24.55,30.9,30.9
98,Uttar Pradesh,Rae bareli,13.59,17.48,14.96,12.9,24.15,17.82,14.96,13.46,15.44,15.16,17.36,13.28,17.45,9.34,14.18,13.93,17.6,15.51,15.95,15.2,14.07,30.9,30.9
99,Haryana,Rohtak,16.06,18.12,15.72,15.79,,,,,,,,,22.92,23.24,24.02,24.91,26.49,24.75,30.9,25.98,,,
100,Uttar Pradesh,Sultanpur,16.28,24.68,12.37,15.13,15.32,19.58,11.58,13.12,11.97,19.58,24.86,24.35,16.96,16.62,25.11,29.09,28.73,17.7,21.85,17.45,18.4,30.8,30.8
101,Haryana,Jind,,,,,,26.67,,,,,25.81,22.22,22.44,22.68,23.78,26.1,23.54,30.77,27,27.07,,15.5,
102,Uttar Pradesh,Gorakhpur,14.15,13.71,23.2,17.75,16.55,22.43,18.43,21.98,11.19,24.87,17.9,15.54,13.45,18.69,14.05,28.67,17.3,24.27,28.25,25.36,23.2,30.7,30.7
103,Uttar Pradesh,Hapur,,,,,,,,,,,,,24.71,21.79,24.28,28.88,27.22,22.91,25.25,24.23,30.67,28.6,28.6
104,Uttar Pradesh,Bijnor,19.75,23.24,26.56,26.59,26.24,24.3,26.07,22.5,20.94,23.42,24.34,26.11,23.12,19.21,27.61,24.58,24.33,25.62,29.43,29.66,30.41,29.1,29.11
105,Uttar Pradesh,Pratapgarh,14.24,15.64,16.79,16.38,12.72,18.91,18.12,18.72,15.89,20.15,20.49,14.74,17.12,15.3,16.44,16.04,16.1,23.39,21.34,22.15,21.97,30.4,30.4
106,Uttar Pradesh,Lucknow,13.59,23.03,18.09,15.69,16.25,15.74,17.16,24.07,17.54,19.34,20.38,17.36,16.35,13.31,14.5,14.31,15.33,19.42,24.18,17.51,22.21,30.3,30.3
107,Uttar Pradesh,Azamgarh,18.55,26.54,20.9,16.4,17.12,30.07,24.88,21.09,19.63,24.19,29.77,27.3,24.77,9.83,13.43,17.72,11.6,17.8,12.71,10.62,10.76,30.2,30.2
108,Uttar Pradesh,Mau,18.55,26.54,20.9,19.74,17.12,30.07,24.88,21.09,19.63,24.19,29.77,27.3,24.77,9.83,13.43,17.72,11.6,22.83,24.93,20.72,20.13,28.4,28.4
109,Rajasthan,Sirohi,2.99,2.98,3,3,3,3.08,2.99,2.99,3,3,29.71,7.19,30,30,29.62,30,30,30,30,30,15,30,29.55
110,Rajasthan,Kota,30,30,30,25.96,20,10.04,18.93,20,11.91,15,15,15,15,15,6.08,12,7.75,5.72,2.43,5.57,0.06,0.03,0.03
111,Gujarat,Surat,,,,,,,,,,,,14,,,,,,,30,,,,
112,Rajasthan,Churu,1,,,,,,,0.5,,1,,,,,8.5,13.6,2,,4,30,1,13,
113,Gujarat,Dohad,,,,,,,,,,,,,,,25.67,,,,30,,,,
114,West Bengal,Medinipur east,21.42,22.07,17.96,17.38,16.38,17.49,10.53,16.69,18.12,28.31,26.6,25.17,25.22,29.97,26.22,12.34,15.9,21.18,15.79,17.98,23.04,22.97,23.9
115,Uttar Pradesh,Mahoba,21.31,24.67,23.2,20.91,22.39,22.43,21.84,21.98,20.5,24.86,24.39,22.08,24.35,21.17,22.56,23,24.24,26.2,29.85,26.92,29.59,26.1,26.12
116,Uttar Pradesh,Jalaun,21.31,24.66,23.2,20.92,14.29,22.43,21.84,21.97,20.5,24.87,24.39,22.08,24.35,21.17,22.56,27.5,24.24,11.94,29.85,26.92,23.46,28.1,28.12
117,Uttar Pradesh,Chitrakoot,21.31,24.66,23.2,20.92,22.38,22.43,21.84,21.98,20.5,24.87,24.39,22.08,24.35,21.16,22.56,23.04,24.24,26.2,29.85,26.92,29.59,26.1,26.12
118,Uttar Pradesh,Jhansi,21.31,24.66,23.2,20.91,14.29,22.43,21.83,21.98,20.5,24.86,24.4,22.08,24.35,21.16,22.56,27.5,24.24,11.94,29.85,26.92,23.46,28.3,28.29
119,Uttar Pradesh,Shravasti,19.6,24.66,23.2,18.89,22.38,22.43,21.84,21.98,20.5,24.87,24.4,22.08,24.35,21.16,22.56,23.04,24.25,26.2,29.85,26.92,29.59,28.2,28.19
120,Uttar Pradesh,Balrampur,19.6,24.66,23.2,18.89,22.38,22.43,21.84,21.98,20.5,24.87,24.39,22.08,24.35,21.16,22.56,23.04,24.25,26.2,29.85,26.92,29.59,27.1,27.11
121,Uttar Pradesh,Basti,12.63,24.66,23.2,11.69,22.38,22.43,21.84,21.98,20.5,24.87,24.4,22.08,24.35,21.16,22.56,23.04,24.24,10.37,29.85,26.92,29.59,27.9,27.9
122,Uttar Pradesh,Sant kabeer nagar,12.63,24.66,23.2,11.7,22.38,22.43,21.84,21.98,20.5,24.87,24.39,22.08,24.35,21.16,22.56,23.04,24.24,10.37,29.85,26.92,29.59,27.9,27.9
123,Uttar Pradesh,Siddharth nagar,12.63,24.66,23.2,11.7,22.38,22.43,21.84,21.98,20.5,24.87,24.4,22.08,24.35,21.17,22.56,23.04,24.25,10.37,29.85,26.92,29.59,27.6,27.61
124,Uttar Pradesh,Bahraich,19.6,24.66,23.2,18.89,22.38,22.43,21.84,21.98,20.5,24.87,24.39,22.08,24.35,21.16,22.56,23.04,24.24,26.2,29.85,26.92,29.59,27.9,27.9
125,Uttar Pradesh,Gonda,19.6,24.66,23.2,18.89,22.38,22.43,21.84,21.98,20.5,24.87,24.39,22.08,24.35,21.17,22.56,23.04,24.24,26.2,29.85,26.92,29.59,28.1,28.1
126,Uttar Pradesh,Banda,21.31,24.66,23.2,20.91,22.38,22.43,21.84,21.97,20.5,24.87,24.39,22.08,24.35,21.16,22.56,23.04,24.25,26.2,29.85,26.92,29.59,26.4,26.42
127,Uttar Pradesh,Lalitpur,21.31,24.66,23.2,20.91,14.29,22.43,21.84,21.98,20.5,24.87,24.39,22.08,24.35,21.16,22.56,27.5,24.25,11.94,29.85,26.92,23.46,26.3,26.32
128,Uttar Pradesh,Hamirpur,21.33,24.65,23.19,20.9,22.38,22.44,21.84,21.98,20.5,24.87,24.4,22.08,24.35,21.17,22.56,23.04,24.24,26.21,29.84,26.93,29.57,26,23.23
129,Uttar Pradesh,Ambedkar nagar,16.28,17.48,16.49,17.96,15.32,19.58,11.58,13.12,11.97,19.58,24.86,24.35,16.96,16.62,25.11,29.09,28.73,24.35,27.4,28.75,27.99,29.8,29.8
130,Uttar Pradesh,Sitapur,13.59,15.58,19.33,13.53,19.09,17.6,17.32,19.08,17.07,23.13,19.39,28.55,23.39,19,22.86,18.45,23.64,18.3,21.25,19.71,22.73,29.7,29.7
131,Uttar Pradesh,Amethi,,,,,,,,,,,15.08,24.35,15.25,16.62,25.11,29.09,28.73,24.35,27.4,28.75,27.99,29.5,29.5
132,Haryana,Fatehabad,15.69,22.58,25.49,25.51,25.79,25.62,25.5,15.83,28.68,23.53,29.38,19.8,20.89,25.13,23.05,26.27,27,25.8,27,26.55,,14.5,
133,Uttar Pradesh,Deoria,14.15,13.71,23.2,16.26,15.98,22.43,18.43,21.98,11.19,24.87,17.91,15.54,13.45,18.69,14.05,28.67,17.3,26.01,25.27,24.44,23.95,29.2,29.21
134,Himachal Pradesh,Lahul and spiti,,14.44,13.7,15.79,13.68,17.89,29.2,18.49,21.13,24.13,22.98,23.12,22.96,24.14,23.6,18.1,22.63,22.63,23.21,23.21,18.25,18.25,
135,Uttar Pradesh,Varanasi,22.66,21.16,20.66,16.46,19.78,21.66,19.43,20.75,13.61,22.84,17.66,17.99,17.79,23.16,17.18,17.36,19.47,20.67,20.39,20.25,26.43,29.1,29.1
136,Uttar Pradesh,Faizabad,16.28,16.81,14.32,16.54,15.32,19.58,11.58,13.12,11.97,19.58,24.86,24.35,16.96,16.62,25.11,29.09,28.73,24.35,27.4,28.76,27.99,29,29
137,West Bengal,24 paraganas south,20.52,19.56,17.55,20.62,22.98,15.7,15.18,17.68,18.54,21.16,25.56,23.69,23.93,29.09,24.45,20.73,22.75,23.7,27.69,18.98,27.76,26.44,26.09
138,Uttar Pradesh,Maharajganj,14.15,13.72,23.2,14.04,15.09,22.43,18.43,21.98,11.19,24.87,17.91,17.05,21.41,15.51,16.96,18.99,18.3,29.01,21.43,22.82,25.22,28.5,28.5
