Crop: Tobacco,,,,,,,,,,,,,,,,,,,,,,,,,
S.No.,State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
,,,Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.)
1,Puducherry,Mahe,,,,,,,,,,,,,,,,40,,,,,,,
2,Puducherry,Pondicherry,,,,,,,,,,,,,,,,20.34,,,,,,,
3,Rajasthan,Jaipur,1.68,2.08,1.75,,0.33,1.2,1,2.17,1.75,1.43,1.5,,,8,,,,1,,,,,
4,Uttarakhand,Tehri garhwal,7.71,7.67,8,3.25,3.33,,,3,,,,,,,,,,,,,,,
5,Tamil Nadu,Krishnagiri,,,1.58,,,,,,,,,8,,,,,,,,,,,
6,Uttar Pradesh,Allahabad,,,,8,5,,5,,,,,,,,,,,,,2.79,,,
7,Uttarakhand,Pithoragarh,7.6,7.67,7.75,,,,4,,3.6,,3,1.5,,3.67,,,,,,,,,
8,Uttarakhand,Uttar kashi,,7.69,7.75,,3,4,4,,,,3,1,,,,,,,,,,,
9,Rajasthan,Alwar,3.12,2.74,2.77,,1.55,1.73,1.09,0.56,1.2,1.27,1.39,1.17,1.82,1.18,1.2,1.41,0.55,1,7.47,7.7,1.45,1.12,1
10,Uttarakhand,Champawat,7.68,7.65,7.6,3,3.5,,,,3,,,,,,,,,,,,,,
11,Uttar Pradesh,Mahoba,,6.23,5.88,7.53,4.57,5.73,5.33,,,5.69,5.11,5.17,,,,4.33,4.33,,,,4.33,4.33,
12,Uttar Pradesh,Rae bareli,,6.33,6,7.5,5.5,5.75,5.5,,,,5,3,3,5,4,5,4,5,2,3,4,5,
13,Uttar Pradesh,Banda,,6,6,7.5,4,5.67,5,,,,,,,,,,,,,,,,
14,Uttar Pradesh,Bareilly,,,,7.5,,,,,2,,,,,,,,,,,,,,
15,Uttar Pradesh,Ballia,,6.2,6,7.5,4.25,,5.25,,,,,,,,,,,,,,,,
16,Rajasthan,Tonk,,,,,,,,,,,,,,,,,,7.5,,,,,
17,Uttar Pradesh,Jaunpur,,6.2,5.91,7.5,3.83,5.43,2.91,2.5,,5.75,5.11,,5.4,5.56,4.22,4.38,4.44,4.67,,2.78,4.44,4.44,
18,Uttar Pradesh,Budaun,,6.31,5.94,7.5,4.36,5.68,5.31,5.59,5.22,5.73,5.08,5.21,5.38,5.5,4.23,4.42,4.47,4.65,2.15,2.81,4.42,4.43,4.11
19,Uttar Pradesh,Azamgarh,,6.25,5.89,7.48,4.38,5.72,5.32,,5.22,5.71,5.08,5.22,5.41,5.5,4.24,1.85,4.47,4.65,2.14,2.8,4.42,4.43,4.12
20,Uttar Pradesh,Hardoi,,6.21,5.89,7.48,4.35,5.65,5.27,5.57,5.21,5.74,5.07,5.21,5.4,4.11,2.5,4.42,3.86,4.67,2.15,2.75,4.44,3.11,4.11
21,Uttar Pradesh,Gonda,,6.28,6,7.43,4.48,5.82,5.31,3.86,5.22,5.73,5.08,4.18,2.11,3.01,2.86,2.32,5.81,4.75,4.6,5.86,3.96,4.12,4.14
22,Uttar Pradesh,Firozabad,,6.33,5.88,7.38,4.38,5.75,5.31,,,,,3,,,,,,,,2.67,,,
23,Uttarakhand,Dehradun,7.35,7.35,,3.25,3.6,3.5,4,3,,,,,,,,,,,,,,,
24,Uttar Pradesh,Hamirpur,,6.25,5.91,7.33,5,6.14,5.38,5.6,5,6,5,5.17,5.4,5.57,4.29,,4.48,4.71,2.18,2.86,4.43,4.43,
25,Uttar Pradesh,Unnao,,,6,7.33,,6.33,,,,,,,4.67,5,,3.5,4,,2,2.33,3.5,3,
