Crop: Coconut,,,,,,,,,,,,,,,,,,,,,,,,,
S.No.,State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
,,,Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare),Yield (Nuts/Hectare)
1,Assam,Tinsukia,"1,376.81","2,591.55","9,200.00","8,945.95",,"4,115.38","1,403.23","1,460.32",942.86,"8,271.43","4,377.36","4,555.56","4,291.67","12,907.89","14,873.24","30,093.33","28,789.47","21,842.11","43,958.33","32,957.75","37,469.14","37,469.14","37,468.35"
2,West Bengal,Birbhum,"7,000.00","7,000.00","8,000.00","9,000.00","8,500.00","5,000.00","38,800.00","8,365.71","8,363.87","8,376.96","8,388.51","8,385.42","8,415.58","8,333.33","8,335.04","8,303.03","8,348.74","8,344.33","8,344.10","8,135.05",,,
3,Andhra Pradesh,West godavari,"11,572.63","9,334.67","10,143.57","10,282.39","11,413.77","12,240.00","16,934.61",,"7,897.76","14,116.44","14,322.26","16,710.77","20,064.02","21,021.03","14,740.67","13,575.95","13,801.86","14,219.72","14,766.84","29,772.00","24,380.01","27,892.00","34,119.05"
4,Tamil Nadu,Erode,,,"9,305.40","5,827.52","10,890.19","16,933.74","12,500.00","14,315.83","33,133.61","13,843.80",,"17,777.97",,"7,705.27","10,345.10","14,379.63","10,474.79","8,177.67","13,070.21","9,846.11","11,821.76","12,486.96","14,677.18"
5,Andhra Pradesh,Prakasam,"10,721.05","10,869.15","11,225.05","11,848.20","11,748.88","8,759.22","12,872.87",,"9,171.08","11,219.02","11,849.32","13,945.19","17,076.92","16,564.10","16,216.22","15,000.00","15,000.00","23,809.52","31,578.95","18,421.05","17,509.09","18,360.00","18,300.00"
6,Assam,Kamrup,"7,482.63","11,058.35","10,737.27","8,121.64",,"28,334.16","9,311.02","9,516.37","14,853.98","4,698.32","9,853.00","5,941.26","5,174.22","10,013.57","8,719.06","9,149.23","10,623.39","14,329.84","9,153.22","13,004.18","11,133.71","11,133.71","15,160.81"
7,Andhra Pradesh,Eluru,,,,,,,,,,,,,,,,,,,,,,,"27,270.98"
8,Assam,Lakhimpur,"8,893.05","26,270.83","9,000.00","11,777.29",,"9,004.37","7,141.03","5,102.39","10,437.50","8,187.92","7,979.31","8,694.24","5,619.86","3,407.53","6,220.69","6,822.30","4,712.80","5,719.72","5,515.90","5,086.51","5,241.51","5,241.51","4,816.51"
9,Tamil Nadu,Theni,,,"9,878.19","12,539.75","15,533.79","25,739.80","16,968.94","14,629.58","15,265.60","21,691.52",,"19,088.72",,"13,899.63","9,637.23","18,376.82","17,514.69","15,191.55","9,913.73","10,165.12","12,106.62","13,460.18","15,300.59"
