Crop: Banana,,,,,,,,,,,,,,,,,,,,,,,,,
S.No.,State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
,,,Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.)
1,Andhra Pradesh,Krishna,19.23,2.54,15.29,12.47,12.46,16.9,19.22,,27.34,21.52,23.1,30.46,,36.13,39.75,65.06,37.94,213.96,258.07,60,,,
2,Andhra Pradesh,Chittoor,19.97,7.12,52.96,36.15,52.15,53.57,48.93,,31.62,53.09,50.68,63.15,,55.17,53.98,64.72,69.64,199.39,251.83,60,,,
3,Andhra Pradesh,Kadapa,44.7,32.58,65.49,42.12,58.15,66.05,62.08,,54.63,63.73,56.12,65.68,,59.01,54.51,71.67,74.68,165.86,123.22,60,,,
4,Andhra Pradesh,Spsr nellore,14.38,16.76,19.38,9.69,18.52,16.78,19.9,,20.62,23.02,25.49,15.53,,31.57,21.28,26.26,26.96,121.49,144.36,60,,,
5,Rajasthan,Tonk,,,,,,,,,,,,,,,,,,140,,,,,
6,Madhya Pradesh,Katni,,,,,,,,,,,,,,138.42,,34.48,62.01,62.01,62.01,62.01,,,
7,Maharashtra,Washim,,,,137.4,,,,,,,,,,,,,,,,,,,
8,Manipur,Bishnupur,12.9,12.86,7.18,7.85,13,13,13,12.85,12.89,9.92,12.96,12.96,13.4,13.5,13.7,13.61,13.6,13.63,13.59,133.6,,,
9,Manipur,Imphal east,12.86,12.85,7,7.86,12.88,12.85,12.87,12.86,12.89,8.59,12.98,13,13.4,13.5,13.99,14,14.01,13.47,13.7,133.48,,,
10,Andhra Pradesh,Anantapur,15.21,0.29,52.95,36.17,52.15,53.57,48.93,,44.67,53.09,50.69,63.15,,55.87,55.53,62.15,68,125.79,106.39,60,,,
11,Andhra Pradesh,Srikakulam,14.14,12.56,19.38,5.61,12.84,16.78,19.9,,20.62,23.02,25.49,26.64,,19.63,0.32,21.53,33.15,120.58,113.45,60,,,
12,Andhra Pradesh,West godavari,14.37,12.08,22.2,4.24,25.86,9.44,19.48,,19.43,28.73,25.29,34.49,,21.71,28.99,32.68,41.31,117.56,98.56,60,,,
13,Gujarat,Panch mahals,48,42,,61.67,66,68,60,76,116,52,84,64,52,72.77,,,,,77.33,74.62,73,,
14,Gujarat,Bhavnagar,,,,,52.5,70,40,,,,,68,,72.77,73.75,,81.8,71.5,77.33,,72.65,113.58,
15,Maharashtra,Ahilyanagar,,,,111.7,,,,,,,,,,,,,,,,,,,
16,Madhya Pradesh,Balaghat,,10.5,33.43,19.16,,,34.52,47.91,38.46,59.6,47.5,47.5,12.82,108.88,,31.96,27.39,38.32,38.5,38.5,,,
17,Madhya Pradesh,Shahdol,,13.5,7.17,10.5,,,5,19,,,10.33,14,,,,108.44,49.55,50.01,49.21,49.21,,,
18,Gujarat,Navsari,,,,51.5,55.5,66,79,85,69,58.67,103,60,62,72.78,73.74,72.35,81.83,71.73,,,72.65,75.72,
19,Andhra Pradesh,Prakasam,19.65,16.38,19.38,9.68,20.15,16.78,19.89,,20.62,23.02,25.49,26.64,,19.63,21.28,26.26,26.96,56.48,102.94,60,,,
20,Maharashtra,Dhule,,,,97.4,,,,,,,,,,,,,,,,,,,
21,Chhattisgarh,Bastar,46.61,46.6,46.6,46.61,46.6,46.6,49.3,46.6,46.6,97.32,46.61,36.62,13.36,39.95,45.27,24.91,28.09,17.46,13.44,17.28,24.39,10.96,25.39
22,Andhra Pradesh,Kurnool,13.87,11.04,26.4,8.05,29.01,23.45,21.49,,26.51,24.83,27.23,30.43,,31.58,45.69,50.53,57.49,97.18,83.77,60,,,
