Crop: Ginger,,,,,,,,,,,,,,,,,,,,,,,,,
S.No.,State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
,,,Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.)
1,Tamil Nadu,Kanniyakumari,26.5,,16.06,14.15,19.4,19.27,18.67,19.07,20,16.07,,11,,7,4.29,8.83,24,19.5,18.5,11.33,20.5,23,48
2,Karnataka,Mysore,13.06,13.06,13.06,13.06,13.06,13.06,13.06,20.52,38.42,36.37,3.17,3.15,31.48,32.24,31.9,39.49,38.41,28.69,13.25,10.74,9.76,11.33,11
3,Karnataka,Kodagu,12.94,12.94,12.94,12.94,12.94,12.94,12.94,20.52,29.33,38.02,6.64,2.93,29.26,27.64,39.07,33.2,33.16,29.49,6.96,10.46,10.44,10.98,11.42
4,Karnataka,Hassan,13.03,13.03,13.03,13.03,13.03,13.03,13.03,22.81,33.55,31.49,3.51,3.18,31.86,33.84,32.47,38.36,25.44,28.93,16.83,9.19,13.29,13.56,10.19
5,Karnataka,Shimoga,14.16,14.16,14.16,14.16,14.16,14.16,14.16,15.57,26.02,25.49,3.23,3.28,32.76,19.6,18.89,37.55,18.38,20.12,15.12,9.23,11.35,11.98,9.99
6,Karnataka,Gadag,,13.17,,,13.17,,,,,,,,,,29,37.5,25.5,,15.4,10.46,11.69,12.31,6.86
7,Karnataka,Bengaluru urban,11.75,,,,,,,,,,,,31.8,27.75,29.09,37.36,25.25,25.83,15.39,10.46,11.69,12.6,15.81
8,Karnataka,Tumkur,13.5,13.5,13.5,13.5,13.67,13.5,13.5,20.5,32,31,3.63,3.18,31.87,27.63,29.04,37.36,25.29,25.82,15.39,10.46,11.69,12.57,9.81
9,Karnataka,Chikballapur,,,,,,,,,,,3.61,3.18,31.87,27.62,29,37.35,25.3,25.84,15.39,10.46,11.69,12.58,9.53
10,Karnataka,Ramanagara,,,,,,,,20.5,31.75,31.5,,3.18,31.86,27.5,29,37.35,25.29,25.82,15.39,10.46,11.69,12.59,8.53
11,Karnataka,Mandya,13.2,13.2,13,13,13.2,13.13,13.16,20.52,31.86,31.48,3.62,3.18,31.85,27.63,29.04,37.34,25.29,25.83,15.39,10.46,11.69,11.44,10
12,Karnataka,Davangere,,13.2,13.11,13.25,13,13.11,13.25,20.5,32,31,3.62,3.18,,27.75,29,37.34,25.29,25.83,15.39,10.46,11.69,12.57,12.76
13,Karnataka,Chikmagalur,12.23,12.23,12.23,12.23,12.23,12.23,12.23,20.52,31.86,31.49,3.43,3.03,30.31,31.87,29.05,37.33,25.28,24.95,16.39,10.62,11.69,9.91,10.89
14,Karnataka,Koppal,,,,,,,,,,,,,,,,37.33,,,15.4,10.45,11.69,12.3,9.87
15,Karnataka,Dakshin kannad,11.77,11.77,11.77,11.77,11.77,11.77,11.77,20.52,31.86,31.49,3.62,3.18,31.86,34.07,29.05,37.33,25.28,25.83,15.4,,11.7,12.3,
16,Karnataka,Bagalkot,,,,,,,,,,,,,,,29.04,37.33,25.27,25.88,15.38,10.45,11.69,12.31,8.01
17,Karnataka,Bangalore rural,11.68,11.68,11.67,11.67,11.67,11.67,11.67,20.52,31.86,31.49,3.62,3.18,31.85,27.67,29.09,37.33,25.29,25.83,15.39,10.46,11.69,11.69,7.54
