Crop: Bajra,,,,,,,,,,,,,,,,,,,,,,,,,
S.No.,State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
,,,Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.)
1,Tamil Nadu,Perambalur,0.73,1.06,0.8,1.09,1.51,1.5,0.98,1.42,15.73,2.57,,2.5,,2.16,3.07,2.54,1.53,2.25,2.77,2.7,2.42,2.47,2.52
2,Tamil Nadu,Coimbatore,1.56,1.91,1.1,1.15,1.88,1.81,1.87,1.66,13.95,1.5,,2.23,,2.22,3.02,2.61,1.2,2.23,2.64,2.71,2.3,2.41,2.42
3,Uttar Pradesh,Pilibhit,1.44,0.38,1.23,8,1.4,1.5,1.38,1.46,,2,,1.67,,,,,,,,,,,
4,Haryana,Panchkula,,,1.28,4.01,6.32,1.41,3.9,3.71,2.95,2.75,1.5,1.78,2.03,2,,2,,1.78,3,2.5,2.66,2.57,3.45
5,Himachal Pradesh,Kangra,0.32,0.56,0.55,0.56,0.53,0.47,0.47,,0.55,0.51,0.53,0.59,0.51,0.57,0.5,0.6,0.48,0.75,0.82,1.03,5.54,0.56,0.56
6,Himachal Pradesh,Solan,1,0.46,,0.55,,,,,,,,,,,,,,,,,5.45,0.55,0.55
7,Tamil Nadu,Vellore,1.82,1.46,0.91,1.01,1.09,1.08,1.14,1.82,0.75,1.29,,1.88,,2.51,4.72,4.76,2.84,2.62,2.3,3.08,3.66,2.68,3.67
8,Tamil Nadu,Dharmapuri,2.31,1.51,1.16,1.16,1.13,1.29,1.72,1.6,3.9,0.78,,2.34,,2.2,4.3,4.44,2.87,1.19,2.82,2.78,2.62,2.51,2.72
9,Nagaland,Dimapur,0.84,0.7,4.33,1.71,1.4,0.94,,,,0.75,0.8,0.8,1,1,1,1,1,1,1,1,1,0.73,1.13
10,Tamil Nadu,Virudhunagar,1.45,1.36,1.28,1.1,1.2,1.47,3.79,1.92,1.76,1.54,,2.57,,2.66,4.33,3.26,0.97,2.51,2.9,3.57,2.69,3.28,3.27
11,Tamil Nadu,Ariyalur,,,,,,,,,,1.68,,2.55,,3.53,3.26,3.46,4.27,2.35,2.32,3.28,3.12,3.24,3.16
12,Haryana,Panipat,,,1.81,3.48,4.26,3.24,2.87,2.94,3.8,,4.2,,,,,,2,2,1.75,1.33,2.61,2.2,2.52
13,Tamil Nadu,Tiruvannamalai,1.13,0.97,0.56,0.68,0.32,0.62,0.74,1.04,1.19,0.69,,1.83,,2.31,3.28,1.99,2.41,2.29,2.43,4.17,3.21,2.16,2.01
14,Tamil Nadu,Cuddalore,1.89,2.46,1.78,1.49,1.46,1.35,1.26,1.64,1.58,2.98,,2.95,,2.34,3.3,2.96,4.04,3.81,3.32,3.5,3.26,3.63,3.46
15,Tamil Nadu,The nilgiris,0.5,,,1,,,,,,,,,,,,,,,,,,,4
16,Tamil Nadu,Dindigul,2.11,1.2,1.01,1.22,1.34,1.01,1.68,0.8,1.76,1.41,,2.75,,2.04,3.86,2.52,0.77,2.02,1.62,2.64,1.95,2.35,2.22
17,Gujarat,Junagadh,1.7,2.3,2.03,2.24,1.96,2.05,1.81,1.84,2.53,1.9,1.91,2.41,1.21,2.58,2.58,1.76,2.41,2.84,2.93,3.75,2.91,2.82,2.96
18,Andhra Pradesh,Spsr nellore,1.84,1.48,1.26,1.63,2.41,1.36,2.13,2,2.24,2.44,2.38,2.38,3,3.63,2.67,3.64,3.74,2.66,1.66,2.73,2.92,2.8,2.59
19,Andhra Pradesh,Chittoor,1.31,1.21,0.5,1.67,1.31,1.19,0.65,1.5,1.92,1.17,1.91,2.11,2,2.18,2.23,2.81,2.76,2.29,2.16,3.7,2.76,2.45,2.61
20,Tamil Nadu,Tiruppur,,,,,,,,,,3.69,,2.27,,2.19,3.07,2.54,0.7,2.2,2.37,2.74,2.44,2.44,2.43
21,Madhya Pradesh,Bhind,1.08,1.19,1.04,1.38,1.39,1.28,1.08,1.15,1.06,1.19,1.42,1.55,1.65,2.85,2.24,2.83,3.67,2.75,2.76,3.22,3.1,3.18,2.74
22,Tamil Nadu,Theni,1.71,1.45,0.85,0.44,1.5,1.51,2.12,1.71,1.72,2.55,,2.24,,2.47,3.39,3.23,0.62,1.98,3.66,2.08,2.67,2.39,2.49
23,Haryana,Karnal,1.06,0.76,1.04,1.97,1.94,2.35,3.66,2.54,3.18,1.62,,2.1,2.22,2,2,2,2,1.5,2,2,2,2.34,2.5
24,Tamil Nadu,Villupuram,1.47,1.27,0.39,1.13,0.96,0.86,0.82,1.14,1.08,1.07,,2.33,,2.56,2.76,2.38,2.82,2.16,2.84,2.53,2.55,3.56,3.48
25,Telangana,Mahabubabad,,,,,,,,,,,,,,,,,,1,,,1,,3.5
26,Gujarat,Gir somnath,,,,,,,,,,,,,,,2.54,2.61,1.51,1.8,1.68,2.48,2.58,3.33,3.49
27,Haryana,Sirsa,1.02,1.47,0.85,1.83,1.38,1.64,1.86,2.1,2.05,2.03,3.45,2.31,1.8,1.5,2,1,2.35,1.69,2.75,2.81,2.36,2.84,2.43
28,Tamil Nadu,Ramanathapuram,0.72,1.06,0.77,1.09,1.19,0.45,1.45,1.39,1.42,1.32,,1.77,,0.72,3.44,2.17,,0.76,0.77,1.92,1.79,1.59,0.4
29,Tamil Nadu,Madurai,1.6,1.28,1.47,1.13,1.23,1.19,1.29,1.35,1.7,1.81,,2.68,,1.87,2.53,2.7,2.29,3.07,2.82,3.39,3.21,2.89,2.85
