Crop: Small millets,,,,,,,,,,,,,,,,,,,,,,,,,
S.No.,State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
27,Nagaland,Dimapur,1.2,1.13,2.67,1.11,1.01,1.13,0.61,,,,,,,,,,,,,,,1.2,1
28,Gujarat,Narmada,,,,,,,,,,,,,,,0.73,0.69,,0.71,,,,,2.48
29,Gujarat,Gir somnath,,,,,,,,,,,,,,,,,,,,,,1.9,2.4
30,Andhra Pradesh,Palnadu,,,,,,,,,,,,,,,,,,,,,,,2.37
31,Maharashtra,Akola,0.62,0.57,,,0.5,0.67,0.33,0.33,,1,2.37,,1,,0.5,,,,,,,,
32,Gujarat,Amreli,,0.15,,0.33,,,,,,,,,,,1.49,1.72,,,2.14,2,2.25,2.12,1.4
33,Gujarat,Surat,,,,0.17,0.5,,,,,,,,,,1.92,2.05,,0.53,0.53,,,,2.2
34,Rajasthan,Jalore,0,0.37,0,0.7,0.04,0.89,0.52,0.56,0.47,0.48,0.86,0.66,1.07,1.05,0.14,0.91,0.65,0.92,2.18,0.98,1.08,0.79,0.93
35,Maharashtra,Jalgaon,0.55,0.55,1,0.5,0.43,0.5,0.5,0.25,,0.5,2.17,0.4,0.29,0.62,0.51,0.69,,,,,,,
36,Assam,Goalpara,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.42,0.4,0.41,0.44,0.41,2.15,0.52,0.9,0.9,0.62,0.62,0.62,0.63,0.69,0.69
37,Tamil Nadu,Tiruvannamalai,,,,0.68,1.03,0.74,0.95,0.84,0.8,0.85,,1.24,,1.47,2.14,1.89,1.26,1.19,1.99,2.13,1.55,1.41,1.34
38,Tamil Nadu,Dindigul,,,0.63,0.74,0.85,0.82,1.1,1.22,2.14,0.89,,1.53,,0.02,0.96,1.15,0.91,1.05,1.83,1,1.25,1.29,1.67
39,Gujarat,Morbi,,,,,,,,,,,,,,,1.11,1.15,,1.87,1.88,1.7,2.1,,
40,Tamil Nadu,Madurai,,,0.57,0.07,0.62,0.62,0.6,0.6,0.62,0.62,,0.62,,0.6,1.5,1.63,0.51,0.91,1.35,2.1,1.17,1.5,1.68
41,Maharashtra,Dhule,0.64,0.66,0.61,0.82,0.53,0.63,0.53,0.57,0.2,0.17,2.06,0.5,0.33,0.35,0.3,0.63,,,,,,,
42,Telangana,Nagarkurnool,,,,,,,,,,,,,,,,,0.94,1.33,1.09,2.05,0.69,0.67,1
43,Tamil Nadu,Pudukkottai,,,,1.27,1.22,0.56,0.98,0.77,0.02,1.4,,2,,1.75,2.05,1.69,,2,2,1.79,1.26,1.63,2
44,Nagaland,Zunheboto,0.75,0.57,2,1.31,1.03,1.01,0.71,1.17,0.97,0.35,0.92,0.92,1.11,1.13,1.13,1.12,1.12,1.12,1.13,1.13,1.13,1.1,1.15
45,Tamil Nadu,Thiruvarur,,,,,,1,,,,,,,,,,,,,,,,,2
46,Rajasthan,Bhilwara,,,,,,,,,,,,,,,,,1.04,,,,2,1.33,
47,Tamil Nadu,Tiruchirappalli,,,,0.9,0.51,0.83,1.31,1.07,0.8,0.89,,1.25,,1.14,1.4,1,,2,1.75,1.83,1.13,1.38,2
48,Andhra Pradesh,Anantapur,0.7,0.44,0.2,0.21,0.46,0.53,0.11,,0.79,0.06,0.93,0.65,2,0.92,0.88,0.71,0.63,1.2,0.21,0.45,0.58,0.31,0.7
49,Nagaland,Kohima,1.1,0.76,1.99,0.15,1.02,1.05,0.73,0.92,0.94,0.36,0.97,0.97,1.12,1.12,1.12,1.12,1.12,1.13,1.13,1.13,1.13,1.11,1.14
50,Tamil Nadu,Thiruvallur,,,,1,0.5,,,,,,,,,,,0.75,,,,1.94,1.25,1.6,
51,Nagaland,Tuensang,0.65,0.56,1.93,0.99,0.98,1.02,0.73,1.02,0.91,0.34,0.95,0.95,1.12,1.13,1.12,1.12,1.1,1.13,1.13,1.13,1.13,0.9,1.13
52,Karnataka,Chikmagalur,0.69,0.75,0.82,0.61,0.61,0.77,0.66,0.46,,0.5,0.68,0.57,0.4,0.81,0.72,0.65,0.17,1.93,1.41,1.23,1.24,1.07,0.44
53,Nagaland,Phek,0.72,0.59,1.92,1.1,0.97,1.13,0.7,0.94,0.96,0.36,0.99,0.99,1.13,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,0.9,1.15
54,Tamil Nadu,Krishnagiri,,,,1.08,0.77,0.41,0.82,0.81,0.74,1.12,,1.92,,0.84,0.94,1.2,1.06,1.07,1.69,1.2,1,0.92,1.06
55,Nagaland,Mon,0.77,0.62,1.91,1.4,1.01,1.05,0.7,1.04,0.98,0.36,0.91,0.91,1.13,1.13,1.13,1.12,1.13,1.13,1.13,1.13,1.13,0.82,1.11
56,West Bengal,Nadia,0.46,0.99,1.9,1.49,1.8,,,,,,,,,,,,,,,,,,
57,Maharashtra,Kolhapur,0.57,0.65,0.93,0.57,0.76,0.37,0.48,0.52,0.52,0.36,1.89,0.38,0.22,0.35,0.42,0.38,,,,,,,
58,Maharashtra,Amravati,0.61,0.63,0.46,0.64,0.39,0.92,,0.5,0.45,0.4,1.89,0.5,0.5,0.5,0.33,,,,,,,,
59,Karnataka,Haveri,0.92,0.92,0.87,0.68,0.77,0.79,0.97,0.85,,0.78,0.44,1.14,0.85,1.4,1.01,0.47,1.07,1.87,0.9,0.8,1.43,1.24,0.07
60,Nagaland,Wokha,0.92,0.6,1.86,1.05,1.04,1.03,0.67,0.85,0.99,0.37,0.95,0.95,1.12,1.13,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.17,1.2
61,Uttarakhand,Tehri garhwal,1.17,1.13,1.02,,,,1.26,,,0.85,,1.33,1.42,1.47,1.52,1.45,1.51,1.32,1.55,1.56,1.68,1.84,1.72
62,Tamil Nadu,Chengalpattu,,,,,,,,,,,,,,,,,,,,1.8,1,1.73,1.83
63,Karnataka,Dharwad,0.97,0.62,1.2,0.62,0.46,0.75,0.92,0.6,,0.62,0.86,0.46,0.65,1.11,0.71,0.59,1.19,1.8,1.59,0.83,1.54,1.31,0.02
64,Rajasthan,Jaipur,0.02,1,1.8,0.55,,,,,,,,,,,,,,,0.83,,,,
65,Tamil Nadu,Erode,,,0.5,0.99,0.84,0.73,1.26,1,0.83,0.86,,1.27,,1.13,1.43,1.37,1.05,1.28,1.71,1.54,1.29,1.43,1.79
66,Uttarakhand,Champawat,1.48,1.5,1.23,,,,1.16,,,1.34,,1.3,1.27,1.32,1.38,1.45,1.42,1.76,1.51,1.47,1.67,1.44,1.71
67,Andhra Pradesh,Bapatla,,,,,,,,,,,,,,,,,,,,,,,1.75
68,Telangana,Komaram bheem asifabad,,,,,,,,,,,,,,,,,,,,1.73,,1,1.05
69,Telangana,Warangal,,,,,,,,,,,,,,,,,,,,1.73,1,,
70,Telangana,Warangal urban,,,,,,,,,,,,,,,,,,,,1.73,,0.67,
71,Uttarakhand,Rudra prayag,1.27,0.95,1.1,,,,1.25,,,1.51,,1.55,1.56,1.57,1.6,1.57,1.34,1.5,1.08,1.53,1.49,1.38,1.72
72,Telangana,Adilabad,0.65,0.25,0.49,,,,,,,,,,,,,,1,,,1.72,,,
73,Telangana,Jangoan,,,,,,,,,,,,,,,,,,,,1.71,0.67,1,
74,Telangana,Yadadri,,,,,,,,,,,,,,,,,,,1,1.71,0.57,,
75,Telangana,Mahbubnagar,0.91,0.24,0.44,0.53,0.55,0.74,0.47,1,0.67,0.66,0.42,0.66,1,0.75,0.63,0.8,,,1,1.71,0.57,0.83,
76,Telangana,Sangareddy,,,,,,,,,,,,,,,,,,,1,1.71,0.5,0.74,1
77,Telangana,Medak,0.94,0.22,0.3,0.5,,,0.5,,,,,,,,,0.8,,,1,1.71,0.5,1,1
78,Telangana,Wanaparthy,,,,,,,,,,,,,,,,,0.95,,,1.71,0.55,1,1.07
79,Telangana,Narayanapet,,,,,,,,,,,,,,,,,,,,1.71,0.59,0.67,
80,Tamil Nadu,Virudhunagar,,,0.52,0.48,0.52,0.55,0.55,0.52,0.78,0.52,,0.58,,0.57,1.23,0.7,0.27,1.7,1.09,0.98,1.08,1.42,1.7
81,Arunachal Pradesh,Kamle,,,,,,,,,,,,,,,,,,,1.69,1.7,1.7,,1.7
82,Telangana,Rangareddi,0.6,0.26,0.37,0.31,0.37,0.52,0.48,,0.57,0.5,1,0.62,,,,,,,,1.7,0.53,0.75,
83,Andhra Pradesh,Kurnool,0.69,0.75,0.62,0.8,0.64,0.89,0.66,1,0.78,0.01,0.93,0.65,1.16,0.92,0.88,1.21,0.93,1,0.47,1.48,0.85,1.25,1.7
84,Gujarat,Surendranagar,,,,0.33,0.33,,,,,,,,,,,1.21,,,,,1.7,,
85,Telangana,Peddapalli,,,,,,,,,,,,,,,,,,,,1.7,,,
86,Telangana,Suryapet,,,,,,,,,,,,,,,,,,,1,1.7,,,1
87,Telangana,Khammam,0.5,,,0.68,0.3,,0.52,,,,,,,,,,,,,1.7,0.6,1,
88,Telangana,Karimnagar,,,,,,,,,,,,,,,,,,,,1.7,0.5,,
89,Telangana,Jayashankar,,,,,,,,,,,,,,,,,,,,1.7,,,1
90,Madhya Pradesh,Sagar,0.22,0.23,0.21,0.29,0.27,1.69,0.26,0.14,0.28,0.33,0.34,0.65,0.71,0.24,0.6,,,1.09,0.26,,,0.5,0.5
91,Assam,Sonitpur,0.45,0.46,0.46,0.45,0.47,0.48,0.47,0.48,0.48,0.49,0.49,0.5,0.49,1.69,0.56,0.57,0.6,0.6,0.57,0.57,0.58,0.68,0.69
92,Telangana,Nalgonda,,,,0.67,,,,,,,,,,,,,,,,1.69,0.6,0.67,
93,Tamil Nadu,Kallakurichi,,,,,,,,,,,,,,,,,,,,1.68,1.24,1.14,1.14
94,Nagaland,Mokokchung,1.03,0.65,1.68,0.43,0.92,1.08,0.7,0.97,0.9,0.35,0.87,0.87,1.11,1.13,1.13,1.13,1.13,1.13,1.13,1.12,1.12,0.88,1.13
95,Himachal Pradesh,Sirmaur,0.66,1.67,0.52,,,1.01,0.4,0.63,0.74,0.2,0.33,0.4,0.39,0.4,0.41,0.41,0.41,0.41,0.4,0.61,0.75,0.76,0.76
96,Uttarakhand,Pithoragarh,1.41,1.27,1.25,,,,1.44,,,1.44,,1.51,1.08,1.1,1.35,1.39,1.19,1.36,1.29,1.47,1.37,1.31,1.67
97,Telangana,Mancherial,,,,,,,,,,,,,,,,,,,,1.67,,,
98,Telangana,Nirmal,,,,,,,,,,,,,,,,,,,,1.67,1,,
99,Telangana,Kamareddy,,,,,,,,,,,,,,,,,,,,1.67,1,,1
100,Gujarat,Patan,,,,0.45,0.44,,,,,,,,,,,1.19,,,,,,1.46,1.65
101,Maharashtra,Nashik,0.59,0.6,0.41,0.52,0.7,0.57,0.44,0.51,0.66,0.35,1.64,0.56,0.42,0.6,0.2,0.28,,,,,,,
102,Maharashtra,Nandurbar,0.61,0.63,0.6,0.46,0.79,0.63,0.52,0.52,0.43,0.4,1.63,0.57,0.58,0.6,0.28,0.27,,,,,,,
103,Uttarakhand,Uttar kashi,0.69,0.77,0.62,,,,1.24,,,0.92,,1.25,1.12,0.99,1.05,1.17,1.6,1.28,1.33,1.3,1.63,1.6,1.27
104,Puducherry,Pondicherry,,,,,1.17,1,,0.5,1,1,,,,1,,1.63,,1.6,1.22,1.21,1.2,1.2,1
105,Maharashtra,Wardha,0.67,0.5,,,,,,,,1,1.62,,,,,,,,,,,,
106,Rajasthan,Nagaur,,,,,,,,,,,,,,,,,,,,,,1.61,
107,Andhra Pradesh,Guntur,0.75,0.8,0.36,0.54,0.6,,,,,0.94,,,,1.25,,0.88,,0.32,0.86,0.79,1.52,1.61,
108,Maharashtra,Washim,0.57,0.5,,1,,0.33,1,1,1,,1.6,,0.79,0.43,0.33,0.43,,,,,,,
109,West Bengal,Darjeeling,1.6,1.6,1.6,1.32,1.35,1.35,1.35,1.6,1.6,1.6,1.48,1.48,1.4,1.45,1.4,1.41,1.42,0.8,1.24,1,,,
110,Maharashtra,Buldhana,0.64,0.7,,0.5,0.5,0.5,1,0.5,0.5,1,1.58,,0.67,0.63,0.29,0.53,,,,,,,
111,Gujarat,Anand,,,,,,,,,,,,,,,1.46,1.58,,,1.46,1.4,1.5,1.38,0.55
112,West Bengal,Kalimpong,,,,,,,,,,,,,,,,,,1.41,1.57,1.56,1.55,1.56,
113,Assam,Chirang,,,,,,0.48,0.48,0.47,0.51,0.49,0.46,0.52,0.46,0.79,0.57,1.57,1,0.7,0.56,0.61,0.63,0.68,1.05
114,Tamil Nadu,Karur,,,,1,1,,,,0.8,1,,,,1,1.57,1.19,0.5,1.4,,,,,
115,Madhya Pradesh,Satna,0.18,0.32,0.22,0.32,0.27,0.36,0.2,,0.27,0.26,0.37,0.28,0.29,0.26,0.67,0.27,1,,0.35,0.23,,0.31,1.57
116,Karnataka,Belgaum,0.61,0.64,0.81,0.41,0.6,0.95,0.78,0.52,,0.81,1.07,0.66,0.39,0.37,0.87,0.33,0.47,1.56,0.88,0.45,1.11,1.01,0.11
117,Gujarat,Junagadh,0.27,0.3,0.33,0.33,0.33,,,,,,,,,,1.11,1.15,,,1.3,1.35,1.55,1.46,
118,Tamil Nadu,Dharmapuri,,,,0.39,0.87,0.8,1.27,1.17,0.79,0.84,,1.17,,1.1,1.17,1.03,0.85,1.29,1.54,1.41,1.24,1.4,1.25
119,Tamil Nadu,Salem,,,0.61,0.8,1.16,0.86,0.92,0.94,0.7,0.81,,1,,1.14,1.37,1.53,1.39,1.06,1.14,1.18,1.47,1.09,1.26
120,Uttarakhand,Nainital,1.29,1.25,1.01,,,,1.34,,,1.5,,1.29,1.16,1.51,1.45,1.36,1.4,1.44,1.19,1.13,1.45,1.19,1.43
121,Uttarakhand,Dehradun,0.67,0.86,0.75,,,,0.79,,,0.77,,0.89,0.95,0.98,1.24,1.1,0.96,1.05,1,1.12,1.51,1.46,1.39
122,Tamil Nadu,Villupuram,,,,0.79,1.18,0.84,1.5,1.19,1.03,0.94,,1.16,,1.05,1.04,1.09,0.6,0.54,1.01,0.52,0.48,0.56,0.51
123,Maharashtra,Sindhudurg,0.64,0.58,0.7,0.67,0.56,0.71,1.5,0.83,0.75,0.5,1.45,0.47,,,0.31,0.94,,,,,,,
124,Telangana,Bhadradri,,,,,,,,,,,,,,,,,,,,1.5,,1,1
125,Uttar Pradesh,Sant ravidas nagar,0.31,1.5,1.5,,,,,,,,,,,,,,,,,,,,
126,Nagaland,Peren,,,,,,,,,,,,,,,,,,1.5,1.5,1.5,1.5,1.15,1.17
127,Karnataka,Udupi,,,,,,,,,,,,,,,,,,,,,1.5,,
128,Uttar Pradesh,Muzaffarnagar,1.5,,,,,,,,,,,,,,,,,,,,,,
129,Telangana,Nizamabad,1,,,0.57,,,,,,,,,,,,,,,,1.5,0.5,,
130,Uttar Pradesh,Rae bareli,1.46,1.32,1.33,,,,,1,,,,,1.4,1.5,,1,,,1,,1,0.91,1.09
131,Telangana,Jogulamba,,,,,,,,,,,,,,,,,0.94,1.33,0.87,1.5,0.39,0.72,1.04
132,Gujarat,Vadodara,,,,0.38,0.4,,,,,,,,,,,,,1.5,1.45,1.5,,,1.5
133,Uttar Pradesh,Pilibhit,1.5,,1.5,,,,,,,,,,,,,,,,,,,0.91,1.08
134,Karnataka,Kodagu,,,,,,,,,,,,,,,,,,,1.1,,1.5,,
135,Uttar Pradesh,Chandauli,0.77,1.5,0.5,,,,1,,,,,,,,,,,,,,,0.91,1.09
136,Uttarakhand,Almora,1.11,1.23,0.79,,,,1.23,,,0.96,,1.24,1.21,1.08,1.27,1.1,1.27,1.28,1.06,1.12,1.25,1.5,1.37
137,Uttarakhand,Chamoli,0.94,0.75,0.82,,,,1.03,,,0.97,,1,1.09,1.08,1.17,1.29,1.31,1.33,1.3,1.28,1.5,1.44,1.41
138,Maharashtra,Nagpur,,,0.5,0.67,,,0.5,,,,1.49,0.4,0.3,,,,,,,,,,
139,Chhattisgarh,Kondagaon,,,,,,,,,,,,0.2,0.18,0.18,0.2,0.09,0.3,0.22,0.34,0.29,0.88,1.49,0.98
140,Arunachal Pradesh,Kurung kumey,,,1.08,1.09,1.09,1.2,1.22,0.12,0.12,0.12,1.35,1.48,1.44,1.14,1.06,1.05,0.9,0.9,0.92,0.94,0.96,,0.97
141,Maharashtra,Yavatmal,0.67,0.75,,,,0.53,,,,,1.47,,,,0.38,,,,,,,,
142,Uttar Pradesh,Kannauj,1.46,,,,,,,,,,,,,,,,,,,,,,1.08
143,Uttarakhand,Bageshwar,1.1,1.46,0.6,,,,0.9,,,1.12,,0.62,0.75,0.75,1.18,1.02,1.03,0.82,1.05,1.26,1.44,1.34,1.25
144,Uttarakhand,Pauri garhwal,1.14,1.22,0.78,,,,1.14,,,1.11,,1.25,1.2,1.21,1.22,1.22,1.31,1.36,1.24,1.34,1.3,1.46,1.39
145,Maharashtra,Chhatrapati Sambhajinagar,0.59,0.64,,0.27,0.61,0.5,0.3,0.67,1.22,0.4,1.46,0.5,0.29,0.4,0.28,0.21,,,,,,,
146,Assam,Majuli,,,,,,,,,,,,,,,,,,,,,0.5,0.45,1.45
147,Tamil Nadu,Namakkal,,,0.59,0.51,0.67,0.67,0.44,0.86,0.79,0.83,,1.1,,1.04,0.98,1.36,1.06,1.13,1.45,1.23,1.02,1.01,0.99
148,Arunachal Pradesh,Lower subansiri,1.1,1.17,1.13,1.29,1.29,1.44,1.44,0.72,0.72,0.75,0.94,1.05,1.05,1.05,1.04,1.04,1.03,1.03,0.82,0.82,0.83,,0.82
149,Arunachal Pradesh,Papum pare,1.07,1.06,1.18,1.11,1.23,1.24,1.3,1.2,1.3,1.35,1.33,1.43,1.34,1.42,1.32,1.3,1.27,1.27,1.27,1.28,1.28,,1.27
150,Uttar Pradesh,Pratapgarh,1.24,0.96,1,,,,,0.63,,0.5,,,1.43,1.38,0.83,1,1,,,0.83,0.83,0.9,1.09
151,Maharashtra,Gadchiroli,0.67,0.53,0.27,1,0.6,0.5,0.67,0.33,1.43,0.5,1.05,0.4,0.25,,,,,,,,,,
152,Assam,Dhubri,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.57,0.56,0.56,0.59,0.57,0.57,0.71,1.42,0.9,0.9,0.91,0.91,0.93,0.93,0.93
153,Maharashtra,Nanded,0.73,0.78,0.45,0.88,0.5,0.56,0.5,0.7,0.25,0.15,1.41,0.22,0.33,0.25,0.3,0.73,,,,,,,
154,Arunachal Pradesh,Upper subansiri,1.11,1.09,1.09,1.09,1.09,0.94,0.9,1.19,1.09,1.09,1.29,1.41,1.39,1.35,1.3,1.29,1.28,1.27,1.27,1.27,1.28,,1.27
155,Uttar Pradesh,Kheri,0.67,0.71,0.57,,0.34,0.77,0.6,,0.63,0.42,0.84,0.93,1.4,0.71,1,,0.37,0.67,0.79,0.63,0.84,0.9,0.92
156,Chhattisgarh,Dhamtari,0.04,0.15,0.07,0.19,0.93,0.25,0.15,0.16,0.13,0.12,0.16,0.13,0.15,0.15,0.16,0.13,0.2,0.17,0.23,0.25,,1.4,0.4
157,Karnataka,Kolar,0.9,0.87,0.88,0.57,0.72,0.83,0.77,0.66,,0.73,0.66,0.73,0.49,0.61,0.64,0.57,0.36,0.98,1.02,1.4,1.25,1.07,1.19
158,Uttar Pradesh,Ballia,0.69,0.77,0.79,,0.34,0.68,0.63,0.6,0.63,,0.69,,1.39,1.31,0.95,0.91,0.89,0.82,0.87,0.8,0.84,0.91,1.08
159,Meghalaya,West jaintia hills,,,,,,,,,,,,,,1.32,1.35,1.38,1.39,1.39,1.38,1.38,1.38,,1.38
160,Madhya Pradesh,Katni,0.13,0.24,0.16,0.26,0.23,0,0.11,,0.23,0.12,0.21,0.17,0.39,1.39,0.5,0.67,1,1.08,1.09,1.38,,0.88,1.1
161,Rajasthan,Ajmer,1.38,,,,,,,,0.02,0.01,0.57,0.87,1.03,,,,,,,,,,
162,Madhya Pradesh,Barwani,0.12,0.16,0.2,0.22,0.18,1.36,0.21,0.25,0.25,0.21,0.25,0.24,0.26,0.27,,,,,0.6,,,,
163,Uttar Pradesh,Etah,,1.36,,,,,,,,,,,,,,,,,,,0.75,,1
164,West Bengal,Bankura,0.58,0.6,0.6,0.75,0.6,1.06,1.07,1.12,1.35,1.2,0.71,0.5,0.95,0.56,0.69,0.79,0.54,0.57,0.56,0.52,0.54,0.52,0.55
165,Arunachal Pradesh,East siang,1.13,0.78,1.15,1.22,1.11,1.23,1.23,1.14,1.23,1.23,1.23,1.35,1.27,1.27,1.2,1.19,1.18,1.18,1.18,1.18,1.19,,1.18
166,Meghalaya,South west khasi hills,,,,,,,,,,,,,,1.16,1.27,1.33,1.33,1.32,1.31,1.31,1.31,,1.29
167,Uttar Pradesh,Bareilly,1.33,1.14,1,,,,,,,,,,,,,,,,,,,,
168,Karnataka,Koppal,0.5,0.23,0.07,1.32,0.19,0.32,0.15,0.38,,0.19,0.45,0.38,0.35,0.49,0.36,0.13,0.22,0.56,0.33,0.37,0.42,0.47,0.34
169,Uttar Pradesh,Ghazipur,0.64,0.67,1.32,,,0.6,,,,,,,,,,1,,,,,,0.9,1.08
170,Himachal Pradesh,Lahul and spiti,0.41,0.4,0.41,,,,,,,,,,,,,,,,0.62,0.64,,1.31,1.3
171,Andhra Pradesh,Prakasam,0.84,0.78,0.45,0.78,0.6,0.88,0.89,1,1,0.9,1.25,0.99,1,1.31,1.1,1.03,1.04,0.68,0.55,0.81,1.17,0.87,1
172,Arunachal Pradesh,Tawang,1.07,1.07,1.07,1.2,1.2,1.2,1.2,1.2,1.3,1.2,1.2,1.31,1.2,1.2,1.17,1.17,1.14,1.14,1.14,1.15,1.15,,1.16
173,Uttar Pradesh,Varanasi,,1.31,0.6,,0.44,,,,,,,,,,,,,,,,,,
174,Tamil Nadu,Tirunelveli,,,0.59,0.02,0.66,0.56,0.63,0.59,0.8,0.58,,0.62,,0.57,1.31,0.97,,0.33,,,,,
175,West Bengal,Dinajpur uttar,0.81,1.12,1.31,1.21,1.29,1.12,0.93,0.93,0.94,,,,,,,0.29,0.3,,,,,,
176,Karnataka,Uttar kannad,,,,,,,,,,,,,,,,,,,0.75,0.33,1.3,1.09,0.73
