feature,importance
cvh,0.37238368
water_retention_index,0.30763924
GDD_rabi,0.2293829
GDD_kharif,0.21792324
swvl1_rabi_std,0.20461357
swvl1_zaid_std,0.18585093
tp_zaid_mean,0.17275949
tp_kharif_fraction,0.1657258
humidity_variability,0.15954486
runoff_ratio_zaid_mean,0.15856083
soil_air_diff_kharif_std,0.15423301
t2m_peak_sin,0.13991828
tp_kharif_std,0.13954878
runoff_ratio_rabi_mean,0.13556859
tp_kharif_mean,0.13365957
e_zaid_mean,0.12395195
e_rabi_mean,0.12332757
swvl1_stability,0.118808344
e_kharif_mean,0.11570907
t2m_amplitude,0.11525414
soil_moisture_seasonality,0.11509454
runoff_ratio_kharif_mean,0.1147172
swvl1_amplitude,0.11432047
e_zaid_std,0.10756977
humidity_stress_index,0.10244219
soil_air_diff_zaid_mean,0.100469425
e_rabi_std,0.09358155
soil_air_diff_rabi_std,0.08061562
soil_air_diff_rabi_mean,0.062307138
swvl1_rabi_mean,0.053578246
e_kharif_std,0.04501788
soil_air_diff_kharif_mean,0.0440461
swvl1_kharif_mean,0.03580922
heat_months_30C,0.02910759
t2m_peak_cos,0.009234397
heat_months_35C,6.909219e-05
