feature,importance
tp_kharif_mean,0.2715655
GDD_kharif,0.26016408
tp_zaid_mean,0.23355326
runoff_ratio_rabi_mean,0.21105556
soil_air_diff_zaid_mean,0.20493558
GDD_rabi,0.19551292
humidity_stress_index,0.15595539
e_zaid_std,0.15345171
t2m_amplitude,0.1492899
water_retention_index,0.14872655
soil_air_diff_rabi_mean,0.14838335
soil_air_diff_rabi_std,0.1471993
tp_kharif_std,0.13634561
runoff_ratio_kharif_mean,0.12518619
swvl1_rabi_mean,0.11401931
swvl1_kharif_mean,0.11236049
e_kharif_mean,0.10971433
humidity_variability,0.10786613
soil_air_diff_kharif_mean,0.10717857
cvh,0.1052718
tp_kharif_fraction,0.10367217
swvl1_rabi_std,0.10107981
runoff_ratio_zaid_mean,0.09400339
e_rabi_std,0.09294394
soil_moisture_seasonality,0.08783712
soil_air_diff_kharif_std,0.08363799
swvl1_stability,0.08326329
swvl1_amplitude,0.08013483
swvl1_zaid_std,0.06916357
e_kharif_std,0.06676145
heat_months_30C,0.06567685
e_zaid_mean,0.054645877
t2m_peak_cos,0.048250396
e_rabi_mean,0.048119742
t2m_peak_sin,0.012234467
heat_months_35C,0.00010384455
