feature,importance
swvl1_rabi_std,0.2995884
soil_air_diff_rabi_mean,0.24753249
water_retention_index,0.23550594
cvh,0.22933719
GDD_rabi,0.22591145
runoff_ratio_zaid_mean,0.19178756
tp_zaid_mean,0.18822418
soil_air_diff_kharif_mean,0.18674445
humidity_variability,0.17889217
tp_kharif_std,0.16371658
runoff_ratio_kharif_mean,0.16365501
tp_kharif_mean,0.15734677
soil_air_diff_rabi_std,0.14460754
swvl1_kharif_mean,0.13563547
GDD_kharif,0.13531688
humidity_stress_index,0.13198408
soil_air_diff_kharif_std,0.12709929
swvl1_amplitude,0.12530112
swvl1_rabi_mean,0.12218396
runoff_ratio_rabi_mean,0.11673324
e_rabi_mean,0.106915854
e_kharif_std,0.090739615
e_zaid_mean,0.08664875
e_rabi_std,0.078967996
tp_kharif_fraction,0.07269065
swvl1_stability,0.07201175
soil_moisture_seasonality,0.06923951
swvl1_zaid_std,0.06813963
e_zaid_std,0.06315623
e_kharif_mean,0.06288654
t2m_amplitude,0.048201438
soil_air_diff_zaid_mean,0.046239007
heat_months_30C,0.022081805
t2m_peak_sin,0.0039434736
t2m_peak_cos,0.0036248914
heat_months_35C,0.00012930155
