feature,importance
runoff_ratio_rabi_mean,0.018553801300526654
soil_air_diff_rabi_mean,0.014082309008901828
cvh,0.013776800439419815
e_zaid_mean,0.012777503414445135
soil_moisture_seasonality,0.012743842416302104
tp_zaid_mean,0.012254772878505439
tp_kharif_std,0.011956876263610534
swvl1_amplitude,0.01187828578280497
runoff_ratio_kharif_mean,0.011550394266999338
t2m_peak_sin,0.011367662734245432
tp_kharif_mean,0.011083898433454515
t2m_peak_cos,0.010826858506693845
tp_kharif_fraction,0.0107741911100237
runoff_ratio_zaid_mean,0.010712285666945955
GDD_kharif,0.010602464792925478
swvl1_zaid_std,0.01042755246983474
e_kharif_mean,0.010333718181449349
humidity_variability,0.010257063844300054
swvl1_rabi_std,0.010230438363541998
e_zaid_std,0.009920484977300822
water_retention_index,0.00973745805235791
e_rabi_std,0.0096481318204755
e_kharif_std,0.009298455468815794
t2m_amplitude,0.009026254801620111
GDD_rabi,0.008932111223781998
humidity_stress_index,0.00871115013293235
soil_air_diff_zaid_mean,0.00846819461253306
swvl1_kharif_mean,0.008210656996119638
swvl1_rabi_mean,0.008051938757334193
soil_air_diff_kharif_mean,0.007741656070315695
soil_air_diff_rabi_std,0.007316203583415469
heat_months_30C,0.007100324487578644
e_rabi_mean,0.007059231889846212
soil_air_diff_kharif_std,0.00688968024881567
heat_months_35C,0.006778103876434033
swvl1_stability,0.0061334513421497676
