feature,importance
e_zaid_mean,0.013908580405278934
runoff_ratio_rabi_mean,0.013453394269397376
e_kharif_std,0.012985495458077628
runoff_ratio_zaid_mean,0.012655435621750782
cvh,0.01250557071362235
tp_kharif_std,0.012458845241660098
e_kharif_mean,0.011914529997086361
swvl1_rabi_std,0.011463809210175374
GDD_rabi,0.01116929145822973
e_zaid_std,0.01083356716898006
heat_months_30C,0.010572696313577915
e_rabi_std,0.01033037966872199
humidity_stress_index,0.010273896072143126
t2m_amplitude,0.010004553895613149
humidity_variability,0.00984355939536548
soil_air_diff_zaid_mean,0.009580047086873567
swvl1_rabi_mean,0.009530191214944445
water_retention_index,0.009451172564434718
swvl1_stability,0.009449607920238252
swvl1_kharif_mean,0.008970514978173425
runoff_ratio_kharif_mean,0.008816131060390833
soil_moisture_seasonality,0.00866619926977197
soil_air_diff_kharif_std,0.008434682157664278
GDD_kharif,0.008297515352573951
t2m_peak_cos,0.008115291071024006
t2m_peak_sin,0.007945191962446273
swvl1_zaid_std,0.007884495273643268
soil_air_diff_kharif_mean,0.0077094307844575525
tp_zaid_mean,0.007572883920372463
swvl1_amplitude,0.007366141544443786
tp_kharif_fraction,0.007357276460050839
e_rabi_mean,0.007219217754095501
tp_kharif_mean,0.007209785759183446
heat_months_35C,0.006841525656682683
soil_air_diff_rabi_mean,0.006639547362192397
soil_air_diff_rabi_std,0.005916847606058345
