feature,importance
GDD_rabi,0.32926968
tp_kharif_mean,0.3288329
GDD_kharif,0.30838796
swvl1_kharif_mean,0.23891756
swvl1_zaid_std,0.23856108
runoff_ratio_zaid_mean,0.20957589
tp_kharif_fraction,0.20393749
runoff_ratio_kharif_mean,0.1899422
humidity_stress_index,0.18538488
swvl1_amplitude,0.18255875
soil_air_diff_rabi_mean,0.1825294
e_kharif_std,0.17703441
soil_air_diff_zaid_mean,0.17544213
water_retention_index,0.17041826
t2m_amplitude,0.15952602
cvh,0.15660527
swvl1_rabi_std,0.15051796
e_zaid_mean,0.13493797
tp_zaid_mean,0.13472144
tp_kharif_std,0.119244374
soil_moisture_seasonality,0.10894053
runoff_ratio_rabi_mean,0.10887126
swvl1_stability,0.10688832
e_kharif_mean,0.096055366
e_rabi_mean,0.09325774
e_rabi_std,0.07802458
e_zaid_std,0.077182785
humidity_variability,0.075073645
soil_air_diff_kharif_std,0.07218097
soil_air_diff_rabi_std,0.07186356
swvl1_rabi_mean,0.06423659
soil_air_diff_kharif_mean,0.04518484
t2m_peak_cos,0.018557593
heat_months_30C,0.006006975
t2m_peak_sin,0.00401629
heat_months_35C,0.00016489203
