State,District,Median,Max,Yield_Class
A & N Islands,Nicobars,1.73,5.77,Medium
A & N Islands,North And Middle Andaman,2.185,3.16,High
A & N Islands,South Andamans,2.435,3.04,High
Andhra Pradesh,Alluri Sitharama Raju,2.99,2.99,High
Andhra Pradesh,Anakapalli,3.14,3.14,High
Andhra Pradesh,Anantapur,2.83,3.85,High
Andhra Pradesh,Annamayya,3.3,3.3,High
Andhra Pradesh,Bapatla,4.17,4.17,High
Andhra Pradesh,Chittoor,3.15,3.8,High
Andhra Pradesh,East Godavari,3.57,4.47,High
Andhra Pradesh,Eluru,4.48,4.48,High
Andhra Pradesh,Guntur,3.46,4.21,High
Andhra Pradesh,Kakinada,3.93,3.93,High
Andhra Pradesh,Konaseema,4.61,4.61,High
Andhra Pradesh,Krishna,3.47,4.19,High
Andhra Pradesh,Kurnool,3.36,4.0,High
Andhra Pradesh,Nandyal,4.01,4.01,High
Andhra Pradesh,Ntr,3.89,3.89,High
Andhra Pradesh,Palnadu,3.71,3.71,High
Andhra Pradesh,Parvathipuram Manyam,3.32,3.32,High
Andhra Pradesh,Prakasam,3.53,4.03,High
Andhra Pradesh,Spsr Nellore,3.92,4.62,High
Andhra Pradesh,Sri Sathya Sai,2.79,2.79,High
Andhra Pradesh,Srikakulam,2.24,3.14,High
Andhra Pradesh,Tirupati,3.84,3.84,High
Andhra Pradesh,Visakhapatanam,1.71,3.33,Medium
Andhra Pradesh,Vizianagaram,2.49,3.62,High
Andhra Pradesh,West Godavari,3.67,4.55,High
Andhra Pradesh,Y.s.r.,2.67,3.61,High
Arunachal Pradesh,Anjaw,0.84,1.47,Low
Arunachal Pradesh,Changlang,2.03,2.24,Medium
Arunachal Pradesh,Dibang Valley,0.9,1.28,Low
Arunachal Pradesh,East Kameng,1.2,1.36,Medium
Arunachal Pradesh,East Siang,1.7,2.31,Medium
Arunachal Pradesh,Kamle,2.23,2.26,High
Arunachal Pradesh,Kra Daadi,1.965,7.18,Medium
Arunachal Pradesh,Kurung Kumey,1.4,7.0,Medium
Arunachal Pradesh,Leparada,1.645,1.67,Medium
Arunachal Pradesh,Lohit,1.78,2.13,Medium
Arunachal Pradesh,Longding,1.65,1.76,Medium
Arunachal Pradesh,Lower Dibang Valley,1.32,1.65,Medium
Arunachal Pradesh,Lower Siang,1.56,1.57,Medium
Arunachal Pradesh,Lower Subansiri,1.31,2.24,Medium
Arunachal Pradesh,Namsai,2.27,2.3,High
Arunachal Pradesh,Pakke Kessang,1.355,1.36,Medium
Arunachal Pradesh,Papum Pare,1.73,2.06,Medium
Arunachal Pradesh,Shi Yomi,1.65,1.67,Medium
Arunachal Pradesh,Siang,2.16,2.21,High
Arunachal Pradesh,Tawang,1.36,1.98,Medium
Arunachal Pradesh,Tirap,0.87,1.46,Low
Arunachal Pradesh,Upper Siang,1.27,1.96,Medium
Arunachal Pradesh,Upper Subansiri,1.46,2.17,Medium
Arunachal Pradesh,West Kameng,1.07,1.85,Low
Arunachal Pradesh,West Siang,1.11,1.68,Medium
Assam,Baksa,1.88,2.58,Medium
Assam,Barpeta,1.89,2.81,Medium
Assam,Biswanath,1.86,2.55,Medium
Assam,Bongaigaon,1.56,2.85,Medium
Assam,Cachar,2.09,2.28,Medium
Assam,Charaideo,1.95,2.54,Medium
Assam,Chirang,1.59,2.72,Medium
Assam,Darrang,2.21,2.87,High
Assam,Dhemaji,1.29,2.18,Medium
Assam,Dhubri,2.4,3.1,High
Assam,Dibrugarh,1.81,2.76,Medium
Assam,Dima Hasao,2.01,2.37,Medium
Assam,Goalpara,2.05,2.95,Medium
Assam,Golaghat,2.08,2.76,Medium
