State,District,Median,Max,Yield_Class
A & N Islands,Nicobars,0.29,1.11,Low
A & N Islands,North And Middle Andaman,0.43,1.58,Low
A & N Islands,South Andamans,0.775,1.53,Medium
Andhra Pradesh,Anantapur,0.37,1.0,Low
Andhra Pradesh,Chittoor,0.27,2.06,Low
Andhra Pradesh,East Godavari,0.21,1.0,Low
Andhra Pradesh,Guntur,0.27,0.84,Low
Andhra Pradesh,Krishna,0.27,1.84,Low
Andhra Pradesh,Prakasam,0.27,7.36,Low
Andhra Pradesh,Spsr Nellore,0.28,6.3,Low
Andhra Pradesh,Srikakulam,0.38,1.19,Low
Andhra Pradesh,Visakhapatanam,0.27,1.0,Low
Andhra Pradesh,Vizianagaram,0.27,1.0,Low
Andhra Pradesh,West Godavari,0.33,1.14,Low
Andhra Pradesh,Y.s.r.,0.31,0.5,Low
Goa,North Goa,0.455,0.56,Low
Goa,South Goa,0.44,0.49,Low
Karnataka,Bagalkote,1.0,5.4,Medium
Karnataka,Ballari,1.14,1.41,Medium
Karnataka,Belagavi,1.46,8.0,Medium
Karnataka,Bengaluru Rural,0.81,4.67,Medium
Karnataka,Bengaluru Urban,1.29,19.67,Medium
Karnataka,Bidar,0.8,8.09,Medium
Karnataka,Chamarajanagara,0.8,6.0,Medium
Karnataka,Chikkaballapura,1.19,7.36,Medium
Karnataka,Chikkamagaluru,1.06,7.34,Medium
Karnataka,Chitradurga,1.0,6.55,Medium
Karnataka,Dakshina Kannada,1.02,5.28,Medium
Karnataka,Davangere,0.81,3.83,Medium
Karnataka,Dharwad,0.8,5.54,Medium
Karnataka,Gadag,1.27,5.99,Medium
Karnataka,Hassan,0.81,5.91,Medium
Karnataka,Haveri,0.8,7.2,Medium
Karnataka,Kalaburagi,1.0,1.0,Medium
Karnataka,Kodagu,1.16,9.21,Medium
Karnataka,Kolar,0.76,7.87,Medium
Karnataka,Koppal,1.26,8.8,Medium
Karnataka,Mandya,1.0,2.83,Medium
Karnataka,Mysuru,0.78,6.0,Medium
Karnataka,Raichur,1.5,6.0,Medium
Karnataka,Ramanagara,1.0,7.0,Medium
Karnataka,Shivamogga,0.73,3.72,Medium
Karnataka,Tumakuru,0.8,5.88,Medium
Karnataka,Udupi,0.47,6.76,Low
Karnataka,Uttara Kannada,1.38,8.64,Medium
Karnataka,Vijayanagar,9.4,9.4,High
Karnataka,Vijayapura,1.0,1.0,Medium
Karnataka,Yadgir,1.35,1.5,Medium
Kerala,Alappuzha,0.21,0.39,Low
Kerala,Ernakulam,0.31,0.49,Low
Kerala,Idukki,0.34,0.62,Low
Kerala,Kannur,0.98,1.33,Medium
Kerala,Kasaragod,0.75,1.1,Medium
Kerala,Kollam,0.32,0.79,Low
Kerala,Kottayam,0.3,0.42,Low
Kerala,Kozhikode,0.38,0.66,Low
Kerala,Malappuram,0.39,0.88,Low
Kerala,Palakkad,0.26,0.51,Low
Kerala,Pathanamthitta,0.32,0.56,Low
Kerala,Thiruvananthapuram,0.31,0.58,Low
Kerala,Thrissur,0.33,0.53,Low
Kerala,Wayanad,0.42,0.88,Low
Manipur,Chandel,0.64,0.71,Medium
Manipur,Imphal East,0.53,0.64,Low
Manipur,Ukhrul,0.54,0.54,Low
Meghalaya,East Garo Hills,1.08,1.25,Medium
