State,District,Median,Max,Yield_Class
Andhra Pradesh,Alluri Sitharama Raju,0.39,0.39,High
Andhra Pradesh,East Godavari,0.34,0.43,Medium
Andhra Pradesh,Eluru,0.5,0.5,High
Andhra Pradesh,Guntur,0.4,0.4,High
Andhra Pradesh,Kurnool,0.33,0.33,Medium
Andhra Pradesh,Prakasam,0.395,0.5,High
Andhra Pradesh,Visakhapatanam,0.38,0.7,High
Andhra Pradesh,Vizianagaram,0.5,0.74,High
Andhra Pradesh,Y.s.r.,0.33,0.33,Medium
Assam,Baksa,0.52,0.75,High
Assam,Barpeta,0.52,0.77,High
Assam,Biswanath,0.58,0.62,High
Assam,Bongaigaon,0.5,0.61,High
Assam,Cachar,0.47,0.53,High
Assam,Chirang,0.545,0.68,High
Assam,Darrang,0.51,0.95,High
Assam,Dhemaji,0.5,1.0,High
Assam,Dhubri,0.53,0.62,High
Assam,Dibrugarh,0.5,0.56,High
Assam,Dima Hasao,0.54,2.0,High
Assam,Goalpara,0.51,0.93,High
Assam,Golaghat,0.4599999999999999,1.0,High
Assam,Hailakandi,0.6,1.0,High
Assam,Hojai,0.81,0.81,High
Assam,Jorhat,0.5,1.0,High
Assam,Kamrup,0.51,0.77,High
Assam,Kamrup Metro,0.52,0.55,High
Assam,Karbi Anglong,0.51,0.58,High
Assam,Karimganj,0.75,1.0,High
Assam,Kokrajhar,0.51,0.74,High
Assam,Lakhimpur,0.57,1.5,High
Assam,Majuli,0.6,0.6,High
Assam,Marigaon,0.5,0.54,High
Assam,Nagaon,0.53,1.09,High
Assam,Nalbari,0.52,0.55,High
Assam,Sivasagar,0.77,1.0,High
Assam,Sonitpur,0.57,0.67,High
Assam,South Salmara Mancachar,0.7,0.72,High
Assam,Tinsukia,0.49,0.53,High
Assam,Udalguri,0.535,0.71,High
Assam,West Karbi Anglong,0.5,0.53,High
Chhattisgarh,Balod,0.25,0.25,Medium
Chhattisgarh,Baloda Bazar,0.2,0.2,Low
Chhattisgarh,Balrampur,0.17,0.2,Low
Chhattisgarh,Bastar,0.21,0.23,Low
Chhattisgarh,Bijapur,0.22,6.58,Medium
Chhattisgarh,Bilaspur,0.245,0.29,Medium
Chhattisgarh,Dantewada,0.19,0.28,Low
Chhattisgarh,Dhamtari,0.31,1.0,Medium
Chhattisgarh,Durg,0.19,0.2,Low
Chhattisgarh,Gariyaband,0.16,0.18,Low
Chhattisgarh,Gaurella Pendra Marwahi,0.265,0.29,Medium
Chhattisgarh,Janjgir-Champa,0.24,0.24,Medium
Chhattisgarh,Jashpur,0.17,0.2,Low
Chhattisgarh,Kabirdham,0.19,5.44,Low
Chhattisgarh,Kanker,0.2,0.25,Low
Chhattisgarh,Kondagaon,0.215,0.35,Medium
Chhattisgarh,Korba,0.24,0.28,Medium
Chhattisgarh,Korea,0.17,0.24,Low
Chhattisgarh,Mahasamund,0.17,0.17,Low
Chhattisgarh,Manendragarh Chirimiri Bharatpur,0.22,0.22,Medium
Chhattisgarh,Narayanpur,0.195,0.24,Low
Chhattisgarh,Raigarh,0.17,0.18,Low
Chhattisgarh,Raipur,0.17,0.18,Low
Chhattisgarh,Rajnandgaon,0.25,71.0,Medium
Chhattisgarh,Sukma,0.19,0.2,Low
Chhattisgarh,Surajpur,0.175,0.2,Low
Chhattisgarh,Surguja,0.17,0.29,Low
DNHDD,Dadra And Nagar Haveli,0.75,2.85,High
Jharkhand,Bokaro,0.52,0.53,High
Jharkhand,Chatra,0.61,0.63,High
Jharkhand,Deoghar,0.5,0.5,High
Jharkhand,Dumka,0.59,0.6,High
Jharkhand,East Singhbum,0.58,0.65,High
Jharkhand,Garhwa,0.52,0.52,High
Jharkhand,Giridih,0.43,0.44,High
Jharkhand,Godda,0.6,0.6,High
Jharkhand,Gumla,0.49,0.55,High
Jharkhand,Hazaribagh,0.5,0.5,High
Jharkhand,Khunti,0.45,0.45,High
Jharkhand,Koderma,0.4,0.4,High
Jharkhand,Latehar,0.42,0.42,High
Jharkhand,Lohardaga,0.3,0.3,Medium
Jharkhand,Pakur,0.365,0.41,Medium
Jharkhand,Palamu,0.5,1.0,High
Jharkhand,Ramgarh,0.5,0.55,High
Jharkhand,Ranchi,0.425,0.45,High
Jharkhand,Saraikela Kharsawan,0.65,0.65,High
Jharkhand,Simdega,0.7,1.0,High
Jharkhand,West Singhbhum,0.47,0.48,High
Karnataka,Bagalkote,0.23,0.38,Medium
Karnataka,Ballari,0.26,0.38,Medium
Karnataka,Belagavi,0.24,0.38,Medium
Karnataka,Bengaluru Rural,0.25,0.38,Medium
